comment_id,comment,timestamp,is_response,response_of,case_id,conversation_id,language,emotion,etiqueta
Ugz7hxpOF9LOYnS7aOd4AaABAg.9kRmIb13UKF9kWMLiZFdQM,,2023-01-05 19:04:22+00:00,TRUE,Ugz7hxpOF9LOYnS7aOd4AaABAg,YtgoxfG7uX8,Ugz7hxpOF9LOYnS7aOd4AaABAg,de,Neutral,Expression of personal feelings
UgwmWbeVX0UMxBuVIJ54AaABAg,,2023-01-03 15:36:34+00:00,FALSE,,YtgoxfG7uX8,UgwmWbeVX0UMxBuVIJ54AaABAg,de,Positivo,Comparison
UgwmWbeVX0UMxBuVIJ54AaABAg.9kQpywkUiCm9mn_YfC5BVu,,2023-03-03 13:57:36+00:00,TRUE,UgwmWbeVX0UMxBuVIJ54AaABAg,YtgoxfG7uX8,UgwmWbeVX0UMxBuVIJ54AaABAg,en,Neutral,Insult
UgxDyAdpBijnQvz5Xu54AaABAg,,2023-01-03 07:52:18+00:00,FALSE,,YtgoxfG7uX8,UgxDyAdpBijnQvz5Xu54AaABAg,de,Positivo,Comparison
UgxDyAdpBijnQvz5Xu54AaABAg.9kQ-qWVxOHE9kWVZYsj2XW,,2023-01-05 20:24:54+00:00,TRUE,UgxDyAdpBijnQvz5Xu54AaABAg,YtgoxfG7uX8,UgxDyAdpBijnQvz5Xu54AaABAg,de,Positivo,Expression of personal feelings
UgxDyAdpBijnQvz5Xu54AaABAg.9kQ-qWVxOHE9kWhR-tCoJs,,2023-01-05 22:17:20+00:00,TRUE,UgxDyAdpBijnQvz5Xu54AaABAg,YtgoxfG7uX8,UgxDyAdpBijnQvz5Xu54AaABAg,de,Negativo,Criticism
UgxDyAdpBijnQvz5Xu54AaABAg.9kQ-qWVxOHE9ko5qWd7VZz,,2023-01-13 01:45:44+00:00,TRUE,UgxDyAdpBijnQvz5Xu54AaABAg,YtgoxfG7uX8,UgxDyAdpBijnQvz5Xu54AaABAg,de,Positivo,Comparison
UgyE8Un72Ou3BJfG3iB4AaABAg,,2022-12-31 11:39:14+00:00,FALSE,,YtgoxfG7uX8,UgyE8Un72Ou3BJfG3iB4AaABAg,sw,Positivo,Compliment
UgyE8Un72Ou3BJfG3iB4AaABAg.9kIgR2jL3ZVADlUX162_3Z,,2025-01-26 17:05:30+00:00,TRUE,UgyE8Un72Ou3BJfG3iB4AaABAg,YtgoxfG7uX8,UgyE8Un72Ou3BJfG3iB4AaABAg,de,Positivo,Comparison
UgwtQcu-g_woSRK3mGt4AaABAg,,2022-12-30 17:25:59+00:00,FALSE,,YtgoxfG7uX8,UgwtQcu-g_woSRK3mGt4AaABAg,de,Positivo,Comparison
UgwtQcu-g_woSRK3mGt4AaABAg.9kGjJpa2m2m9kR07f9PjJr,,2023-01-03 17:14:01+00:00,TRUE,UgwtQcu-g_woSRK3mGt4AaABAg,YtgoxfG7uX8,UgwtQcu-g_woSRK3mGt4AaABAg,de,Positivo,Expression of personal feelings
UgxmE6Hi_yZzMfvM2Qd4AaABAg,,2022-12-30 16:32:30+00:00,FALSE,,YtgoxfG7uX8,UgxmE6Hi_yZzMfvM2Qd4AaABAg,de,Positivo,Expression of personal feelings
UgxmE6Hi_yZzMfvM2Qd4AaABAg.9kGdC5LnT0h9kH-BplDpdO,,2022-12-30 19:53:26+00:00,TRUE,UgxmE6Hi_yZzMfvM2Qd4AaABAg,YtgoxfG7uX8,UgxmE6Hi_yZzMfvM2Qd4AaABAg,de,Positivo,Comparison
UgxmE6Hi_yZzMfvM2Qd4AaABAg.9kGdC5LnT0h9kSi-67r766,,2023-01-04 09:05:18+00:00,TRUE,UgxmE6Hi_yZzMfvM2Qd4AaABAg,YtgoxfG7uX8,UgxmE6Hi_yZzMfvM2Qd4AaABAg,de,Neutral,Compliment
UgywmW62vrhzkiCW9-N4AaABAg,,2022-12-30 16:27:46+00:00,FALSE,,YtgoxfG7uX8,UgywmW62vrhzkiCW9-N4AaABAg,de,Positivo,Expression of personal feelings
UgywmW62vrhzkiCW9-N4AaABAg.9kGceQCAyFn9mJSqK8Hnke,,2023-02-19 11:53:47+00:00,TRUE,UgywmW62vrhzkiCW9-N4AaABAg,YtgoxfG7uX8,UgywmW62vrhzkiCW9-N4AaABAg,ur,Positivo,Expression of personal feelings
Ugx1gLhgBlco3nrcn5N4AaABAg,,2022-12-30 15:30:51+00:00,FALSE,,YtgoxfG7uX8,Ugx1gLhgBlco3nrcn5N4AaABAg,de,Positivo,Compliment
Ugx1gLhgBlco3nrcn5N4AaABAg.9kGX8Z56QzK9kQ_qgYim0k,,2023-01-03 13:15:38+00:00,TRUE,Ugx1gLhgBlco3nrcn5N4AaABAg,YtgoxfG7uX8,Ugx1gLhgBlco3nrcn5N4AaABAg,de,Negativo,Expression of personal feelings
Ugx1gLhgBlco3nrcn5N4AaABAg.9kGX8Z56QzK9lEK0g-dIY6,,2023-01-23 15:29:05+00:00,TRUE,Ugx1gLhgBlco3nrcn5N4AaABAg,YtgoxfG7uX8,Ugx1gLhgBlco3nrcn5N4AaABAg,hi,Negativo,Pseudoscientific treatment
Ugx1gLhgBlco3nrcn5N4AaABAg.9kGX8Z56QzK9naMPAHOfdp,,2023-03-23 07:15:14+00:00,TRUE,Ugx1gLhgBlco3nrcn5N4AaABAg,YtgoxfG7uX8,Ugx1gLhgBlco3nrcn5N4AaABAg,de,Negativo,Speculation
Ugx1gLhgBlco3nrcn5N4AaABAg.9kGX8Z56QzKABDiYThCSHl,,2024-11-24 12:00:35+00:00,TRUE,Ugx1gLhgBlco3nrcn5N4AaABAg,YtgoxfG7uX8,Ugx1gLhgBlco3nrcn5N4AaABAg,ur,Positivo,Comparison
UgydLFCYijUwe9sgY3R4AaABAg,,2022-12-30 15:20:30+00:00,FALSE,,YtgoxfG7uX8,UgydLFCYijUwe9sgY3R4AaABAg,en,Positivo,Expression of personal feelings
UgydLFCYijUwe9sgY3R4AaABAg.9kGVxkOmMF6A0Sb0UFQeT6,,2024-03-01 20:58:02+00:00,TRUE,UgydLFCYijUwe9sgY3R4AaABAg,YtgoxfG7uX8,UgydLFCYijUwe9sgY3R4AaABAg,en,Negativo,Insult
UgzYjYAf1rgenXosPPJ4AaABAg,,2022-12-30 15:03:27+00:00,FALSE,,YtgoxfG7uX8,UgzYjYAf1rgenXosPPJ4AaABAg,en,Positivo,Greetings
UgzYjYAf1rgenXosPPJ4AaABAg.9kGU-uCimWs9kGU6Zz6RJO,,2022-12-30 15:04:22+00:00,TRUE,UgzYjYAf1rgenXosPPJ4AaABAg,YtgoxfG7uX8,UgzYjYAf1rgenXosPPJ4AaABAg,en,Positivo,Expression of personal feelings
Ugx6L4RgfOlzn-T3VFt4AaABAg,,2024-09-21 13:37:10+00:00,FALSE,,HrYB128P94M,Ugx6L4RgfOlzn-T3VFt4AaABAg,es,Negativo,Comparison
Ugx6L4RgfOlzn-T3VFt4AaABAg.A8e5ivQ-GibA9yd-9QsDG6,,2024-10-24 09:32:49+00:00,TRUE,Ugx6L4RgfOlzn-T3VFt4AaABAg,HrYB128P94M,Ugx6L4RgfOlzn-T3VFt4AaABAg,es,Negativo,Comparison
Ugx-ZNTK2HaJQDsWrz54AaABAg,,2024-03-07 01:38:56+00:00,FALSE,,SwbvH2bIWbo,Ugx-ZNTK2HaJQDsWrz54AaABAg,pt,Positivo,Advice request
Ugx-ZNTK2HaJQDsWrz54AaABAg.A0ez8AOeEcgA0lQEgpuimD,,2024-03-09 13:39:56+00:00,TRUE,Ugx-ZNTK2HaJQDsWrz54AaABAg,SwbvH2bIWbo,Ugx-ZNTK2HaJQDsWrz54AaABAg,es,Positivo,Thanking
UgzIQU125MXdb5-Tdm54AaABAg,,2025-01-15 13:34:02+00:00,FALSE,,AAQxkPPB5U0,UgzIQU125MXdb5-Tdm54AaABAg,es,Positivo,Advice request
UgzIQU125MXdb5-Tdm54AaABAg.ADJm_YI6ez2ADWO5jriGnD,,2025-01-20 11:01:30+00:00,TRUE,UgzIQU125MXdb5-Tdm54AaABAg,AAQxkPPB5U0,UgzIQU125MXdb5-Tdm54AaABAg,es,Positivo,Expression of personal feelings
UgxqOMbDYF0LKXY8kjJ4AaABAg,,2025-01-15 06:29:47+00:00,FALSE,,AAQxkPPB5U0,UgxqOMbDYF0LKXY8kjJ4AaABAg,es,Positivo,Thanking
UgxqOMbDYF0LKXY8kjJ4AaABAg.ADJ11EEd0gcADJU_Gg6J-D,,2025-01-15 10:47:58+00:00,TRUE,UgxqOMbDYF0LKXY8kjJ4AaABAg,AAQxkPPB5U0,UgxqOMbDYF0LKXY8kjJ4AaABAg,es,Positivo,Compliment
UgwuBryD9C6aywLNIqx4AaABAg,,2023-04-19 21:03:40+00:00,FALSE,,3J4pxd2ohK0,UgwuBryD9C6aywLNIqx4AaABAg,es,Positivo,Advice request
UgwuBryD9C6aywLNIqx4AaABAg.9ohMfEvo3QI9ouUv-1nIGu,,2023-04-24 23:25:49+00:00,TRUE,UgwuBryD9C6aywLNIqx4AaABAg,3J4pxd2ohK0,UgwuBryD9C6aywLNIqx4AaABAg,es,Positivo,Expression of personal feelings
Ugxjwdo3NOtTIfrTkmV4AaABAg,,2022-12-13 19:01:14+00:00,FALSE,,3J4pxd2ohK0,Ugxjwdo3NOtTIfrTkmV4AaABAg,es,Negativo,Medical treatment
Ugxjwdo3NOtTIfrTkmV4AaABAg.9ja7hWlFiMx9lt3Cz_uGr1,,2023-02-08 20:30:20+00:00,TRUE,Ugxjwdo3NOtTIfrTkmV4AaABAg,3J4pxd2ohK0,Ugxjwdo3NOtTIfrTkmV4AaABAg,es,Negativo,Expression of personal feelings
Ugxjwdo3NOtTIfrTkmV4AaABAg.9ja7hWlFiMx9lt3DWVYi1h,,2023-02-08 20:30:24+00:00,TRUE,Ugxjwdo3NOtTIfrTkmV4AaABAg,3J4pxd2ohK0,Ugxjwdo3NOtTIfrTkmV4AaABAg,es,Negativo,Expression of personal feelings
Ugxjwdo3NOtTIfrTkmV4AaABAg.9ja7hWlFiMx9lt4APG6H9-,,2023-02-08 20:38:43+00:00,TRUE,Ugxjwdo3NOtTIfrTkmV4AaABAg,3J4pxd2ohK0,Ugxjwdo3NOtTIfrTkmV4AaABAg,pt,Negativo,Expression of personal feelings
UgyIb7p16vw4twR27Tl4AaABAg,,2022-12-01 09:31:00+00:00,FALSE,,3J4pxd2ohK0,UgyIb7p16vw4twR27Tl4AaABAg,es,Negativo,Expression of personal feelings
UgyIb7p16vw4twR27Tl4AaABAg.9j5Cu_RzKPHA99_FMFzTVf,,2024-10-04 04:19:34+00:00,TRUE,UgyIb7p16vw4twR27Tl4AaABAg,3J4pxd2ohK0,UgyIb7p16vw4twR27Tl4AaABAg,es,Positivo,Desires
UgyIb7p16vw4twR27Tl4AaABAg.9j5Cu_RzKPHA99pDbvLbF_,,2024-10-04 06:39:08+00:00,TRUE,UgyIb7p16vw4twR27Tl4AaABAg,3J4pxd2ohK0,UgyIb7p16vw4twR27Tl4AaABAg,es,Negativo,Expression of personal feelings
UgxUXvQpMUPk4F1CjRR4AaABAg,,2022-10-18 17:01:41+00:00,FALSE,,3J4pxd2ohK0,UgxUXvQpMUPk4F1CjRR4AaABAg,es,Negativo,Medical treatment
UgxUXvQpMUPk4F1CjRR4AaABAg.9hKiVvrNWQK9n2OfS8KbMd,,2023-03-09 17:21:39+00:00,TRUE,UgxUXvQpMUPk4F1CjRR4AaABAg,3J4pxd2ohK0,UgxUXvQpMUPk4F1CjRR4AaABAg,es,Negativo,Expression of personal feelings
UgyhWHMZlOKD4Cl8jEt4AaABAg,,2022-10-15 12:48:12+00:00,FALSE,,3J4pxd2ohK0,UgyhWHMZlOKD4Cl8jEt4AaABAg,es,Negativo,Medical treatment
UgyhWHMZlOKD4Cl8jEt4AaABAg.9hCY6pVMltq9hUMIpLDIl6,,2022-10-22 10:51:19+00:00,TRUE,UgyhWHMZlOKD4Cl8jEt4AaABAg,3J4pxd2ohK0,UgyhWHMZlOKD4Cl8jEt4AaABAg,es,Negativo,Comparison
UgydouGQ9LdIUiR0QYp4AaABAg,,2022-10-09 01:04:36+00:00,FALSE,,3J4pxd2ohK0,UgydouGQ9LdIUiR0QYp4AaABAg,es,Negativo,Comparison
UgydouGQ9LdIUiR0QYp4AaABAg.9gwppAO2ZqE9hUMSjKeKVj,,2022-10-22 10:52:40+00:00,TRUE,UgydouGQ9LdIUiR0QYp4AaABAg,3J4pxd2ohK0,UgydouGQ9LdIUiR0QYp4AaABAg,es,Negativo,Comparison
UgydouGQ9LdIUiR0QYp4AaABAg.9gwppAO2ZqE9n2OnXZ8MeA,,2023-03-09 17:22:45+00:00,TRUE,UgydouGQ9LdIUiR0QYp4AaABAg,3J4pxd2ohK0,UgydouGQ9LdIUiR0QYp4AaABAg,es,Positivo,Expression of personal feelings
UgybDy0_L5o8WSc61tt4AaABAg,,2022-08-25 22:50:18+00:00,FALSE,,3J4pxd2ohK0,UgybDy0_L5o8WSc61tt4AaABAg,es,Negativo,Comparison
UgybDy0_L5o8WSc61tt4AaABAg.9fAIU2w2NSL9hUMhbGiz4z,,2022-10-22 10:54:50+00:00,TRUE,UgybDy0_L5o8WSc61tt4AaABAg,3J4pxd2ohK0,UgybDy0_L5o8WSc61tt4AaABAg,es,Negativo,Comparison
Ugx2h1n4xxLyMqiXK5F4AaABAg,,2022-07-23 04:29:21+00:00,FALSE,,3J4pxd2ohK0,Ugx2h1n4xxLyMqiXK5F4AaABAg,es,Negativo,Expression of personal feelings
Ugx2h1n4xxLyMqiXK5F4AaABAg.9doMFXlaXD99dyNdwtm0ai,,2022-07-27 01:53:57+00:00,TRUE,Ugx2h1n4xxLyMqiXK5F4AaABAg,3J4pxd2ohK0,Ugx2h1n4xxLyMqiXK5F4AaABAg,es,Negativo,Expression of personal feelings
Ugx2h1n4xxLyMqiXK5F4AaABAg.9doMFXlaXD99dyO6dgr5HJ,,2022-07-27 01:58:01+00:00,TRUE,Ugx2h1n4xxLyMqiXK5F4AaABAg,3J4pxd2ohK0,Ugx2h1n4xxLyMqiXK5F4AaABAg,es,Positivo,Comparison
Ugx2h1n4xxLyMqiXK5F4AaABAg.9doMFXlaXD99hUMyolglM4,,2022-10-22 10:57:11+00:00,TRUE,Ugx2h1n4xxLyMqiXK5F4AaABAg,3J4pxd2ohK0,Ugx2h1n4xxLyMqiXK5F4AaABAg,es,Neutral,Comparison
Ugz99Ap6drGwmiDZ5ad4AaABAg,,2022-03-01 14:39:11+00:00,FALSE,,3J4pxd2ohK0,Ugz99Ap6drGwmiDZ5ad4AaABAg,es,Negativo,Medical treatment
Ugz99Ap6drGwmiDZ5ad4AaABAg.9Z1e_7lzBtI9dUUoKZIsCD,,2022-07-15 02:00:05+00:00,TRUE,Ugz99Ap6drGwmiDZ5ad4AaABAg,3J4pxd2ohK0,Ugz99Ap6drGwmiDZ5ad4AaABAg,it,Negativo,Medical treatment
UgwbpB84rAWODL2YePV4AaABAg,,2022-02-17 17:14:47+00:00,FALSE,,3J4pxd2ohK0,UgwbpB84rAWODL2YePV4AaABAg,es,Positivo,Medical treatment
UgwbpB84rAWODL2YePV4AaABAg.9YZ1qGROl289ZAsNb7CoOj,,2022-03-05 04:32:58+00:00,TRUE,UgwbpB84rAWODL2YePV4AaABAg,3J4pxd2ohK0,UgwbpB84rAWODL2YePV4AaABAg,pt,Neutral,Comparison
UgwbpB84rAWODL2YePV4AaABAg.9YZ1qGROl289ZAwsBAVNcc,,2022-03-05 05:12:14+00:00,TRUE,UgwbpB84rAWODL2YePV4AaABAg,3J4pxd2ohK0,UgwbpB84rAWODL2YePV4AaABAg,es,Negativo,Comparison
UgwbpB84rAWODL2YePV4AaABAg.9YZ1qGROl289ZAzDDfdJ9b,,2022-03-05 05:32:43+00:00,TRUE,UgwbpB84rAWODL2YePV4AaABAg,3J4pxd2ohK0,UgwbpB84rAWODL2YePV4AaABAg,es,Negativo,Expression of personal feelings
UgwbpB84rAWODL2YePV4AaABAg.9YZ1qGROl289ZB-6Etsd2X,,2022-03-05 05:40:30+00:00,TRUE,UgwbpB84rAWODL2YePV4AaABAg,3J4pxd2ohK0,UgwbpB84rAWODL2YePV4AaABAg,es,Negativo,Compliment
UgwbpB84rAWODL2YePV4AaABAg.9YZ1qGROl289ZD1fBTGLZc,,2022-03-06 00:41:22+00:00,TRUE,UgwbpB84rAWODL2YePV4AaABAg,3J4pxd2ohK0,UgwbpB84rAWODL2YePV4AaABAg,es,Positivo,Compliment
UgwbpB84rAWODL2YePV4AaABAg.9YZ1qGROl289ZDKrlDfvil,,2022-03-06 03:29:07+00:00,TRUE,UgwbpB84rAWODL2YePV4AaABAg,3J4pxd2ohK0,UgwbpB84rAWODL2YePV4AaABAg,es,Positivo,Expression of personal feelings
UgyA3KXirEI2GSn7OMB4AaABAg,,2022-02-15 03:37:57+00:00,FALSE,,3J4pxd2ohK0,UgyA3KXirEI2GSn7OMB4AaABAg,es,Negativo,Expression of personal feelings
UgyA3KXirEI2GSn7OMB4AaABAg.9YSQlrah5VL9YVex0A6oGI,,2022-02-16 09:48:16+00:00,TRUE,UgyA3KXirEI2GSn7OMB4AaABAg,3J4pxd2ohK0,UgyA3KXirEI2GSn7OMB4AaABAg,es,Positivo,Compliment
UgyA3KXirEI2GSn7OMB4AaABAg.9YSQlrah5VL9cnAC0l8_1p,,2022-06-27 20:53:22+00:00,TRUE,UgyA3KXirEI2GSn7OMB4AaABAg,3J4pxd2ohK0,UgyA3KXirEI2GSn7OMB4AaABAg,es,Positivo,Expression of personal feelings
UgwZBFqBuWZUxyKiQtB4AaABAg,,2021-12-05 18:03:46+00:00,FALSE,,3J4pxd2ohK0,UgwZBFqBuWZUxyKiQtB4AaABAg,es,Negativo,Medical treatment
UgwZBFqBuWZUxyKiQtB4AaABAg.9V__cI1LbJL9XpP5p8rdHJ,,2022-01-30 14:33:43+00:00,TRUE,UgwZBFqBuWZUxyKiQtB4AaABAg,3J4pxd2ohK0,UgwZBFqBuWZUxyKiQtB4AaABAg,es,Negativo,Criticism
UgwZBFqBuWZUxyKiQtB4AaABAg.9V__cI1LbJL9hULrqH1Cmz,,2022-10-22 10:47:30+00:00,TRUE,UgwZBFqBuWZUxyKiQtB4AaABAg,3J4pxd2ohK0,UgwZBFqBuWZUxyKiQtB4AaABAg,es,Neutral,Expression of personal feelings
UgwZBFqBuWZUxyKiQtB4AaABAg.9V__cI1LbJL9yrJW5e7yKE,,2023-12-28 07:02:24+00:00,TRUE,UgwZBFqBuWZUxyKiQtB4AaABAg,3J4pxd2ohK0,UgwZBFqBuWZUxyKiQtB4AaABAg,es,Negativo,Desires
UgwZBFqBuWZUxyKiQtB4AaABAg.9V__cI1LbJLA76WgA1l-YU,,2024-08-14 06:47:54+00:00,TRUE,UgwZBFqBuWZUxyKiQtB4AaABAg,3J4pxd2ohK0,UgwZBFqBuWZUxyKiQtB4AaABAg,es,Negativo,Desires
UgzQLCvA3Hrr855wgRB4AaABAg,,2021-11-18 13:57:17+00:00,FALSE,,3J4pxd2ohK0,UgzQLCvA3Hrr855wgRB4AaABAg,es,Negativo,Expression of personal feelings
UgzQLCvA3Hrr855wgRB4AaABAg.9UtMu7iOnfV9VObFm1wRUT,,2021-12-01 02:27:09+00:00,TRUE,UgzQLCvA3Hrr855wgRB4AaABAg,3J4pxd2ohK0,UgzQLCvA3Hrr855wgRB4AaABAg,es,Neutral,Expression of personal feelings
UgwXzhHkRB0nKW2gGKV4AaABAg,,2021-10-08 23:02:44+00:00,FALSE,,3J4pxd2ohK0,UgwXzhHkRB0nKW2gGKV4AaABAg,es,Positivo,Expression of personal feelings
UgwXzhHkRB0nKW2gGKV4AaABAg.9TFljIFI0zC9VWkrRrPcGA,,2021-12-04 06:24:59+00:00,TRUE,UgwXzhHkRB0nKW2gGKV4AaABAg,3J4pxd2ohK0,UgwXzhHkRB0nKW2gGKV4AaABAg,es,Negativo,Comparison
UgzVmDQMu51pO-HRAWp4AaABAg,,2021-09-09 07:54:37+00:00,FALSE,,3J4pxd2ohK0,UgzVmDQMu51pO-HRAWp4AaABAg,es,Negativo,Comparison
UgzVmDQMu51pO-HRAWp4AaABAg.9S3Tk_u7EQm9W0uC2_M_Y7,,2021-12-16 18:02:17+00:00,TRUE,UgzVmDQMu51pO-HRAWp4AaABAg,3J4pxd2ohK0,UgzVmDQMu51pO-HRAWp4AaABAg,es,Negativo,Medical treatment
UgxAfi3YA1n13XhbI-d4AaABAg,,2021-08-29 21:48:39+00:00,FALSE,,3J4pxd2ohK0,UgxAfi3YA1n13XhbI-d4AaABAg,es,Negativo,Comparison
UgxAfi3YA1n13XhbI-d4AaABAg.9RddS_j0Gbf9TT0Dvn1vcJ,,2021-10-14 02:28:15+00:00,TRUE,UgxAfi3YA1n13XhbI-d4AaABAg,3J4pxd2ohK0,UgxAfi3YA1n13XhbI-d4AaABAg,es,Negativo,Expression of personal feelings
UgxAfi3YA1n13XhbI-d4AaABAg.9RddS_j0Gbf9TT8EPZHyN_,,2021-10-14 03:38:14+00:00,TRUE,UgxAfi3YA1n13XhbI-d4AaABAg,3J4pxd2ohK0,UgxAfi3YA1n13XhbI-d4AaABAg,es,Negativo,Expression of personal feelings
UgzCNqBaKA5itobOaht4AaABAg,,2021-08-13 17:56:29+00:00,FALSE,,3J4pxd2ohK0,UgzCNqBaKA5itobOaht4AaABAg,es,Negativo,Expression of personal feelings
UgzCNqBaKA5itobOaht4AaABAg.9R-1AB9XH3u9Rczv15nESb,,2021-08-29 15:45:40+00:00,TRUE,UgzCNqBaKA5itobOaht4AaABAg,3J4pxd2ohK0,UgzCNqBaKA5itobOaht4AaABAg,es,Negativo,Expression of personal feelings
UgzCNqBaKA5itobOaht4AaABAg.9R-1AB9XH3u9dUWbf7yyZD,,2022-07-15 02:15:50+00:00,TRUE,UgzCNqBaKA5itobOaht4AaABAg,3J4pxd2ohK0,UgzCNqBaKA5itobOaht4AaABAg,es,Negativo,Expression of personal feelings
Ugyz1nsLLbE7VH_rz354AaABAg,,2021-08-10 19:12:47+00:00,FALSE,,3J4pxd2ohK0,Ugyz1nsLLbE7VH_rz354AaABAg,es,Negativo,Medical treatment
Ugyz1nsLLbE7VH_rz354AaABAg.9QsRWScMGnS9TSw5xgGfvm,,2021-10-14 01:43:29+00:00,TRUE,Ugyz1nsLLbE7VH_rz354AaABAg,3J4pxd2ohK0,Ugyz1nsLLbE7VH_rz354AaABAg,es,Positivo,Expression of personal feelings
Ugyz1nsLLbE7VH_rz354AaABAg.9QsRWScMGnS9TX9q8LMjb3,,2021-10-15 17:09:13+00:00,TRUE,Ugyz1nsLLbE7VH_rz354AaABAg,3J4pxd2ohK0,Ugyz1nsLLbE7VH_rz354AaABAg,es,Negativo,Expression of personal feelings
Ugyz1nsLLbE7VH_rz354AaABAg.9QsRWScMGnS9TXE2BWqBg0,,2021-10-15 17:45:57+00:00,TRUE,Ugyz1nsLLbE7VH_rz354AaABAg,3J4pxd2ohK0,Ugyz1nsLLbE7VH_rz354AaABAg,es,Negativo,Expression of personal feelings
Ugyz1nsLLbE7VH_rz354AaABAg.9QsRWScMGnS9TXEfiahQHX,,2021-10-15 17:51:29+00:00,TRUE,Ugyz1nsLLbE7VH_rz354AaABAg,3J4pxd2ohK0,Ugyz1nsLLbE7VH_rz354AaABAg,es,Negativo,Medical treatment
UgzxpOo4DyWhDU7vA294AaABAg,,2021-07-25 02:39:41+00:00,FALSE,,3J4pxd2ohK0,UgzxpOo4DyWhDU7vA294AaABAg,es,Negativo,Comparison
UgzxpOo4DyWhDU7vA294AaABAg.9QCT8m3YnNx9TSzsRuIYjV,,2021-10-14 02:16:27+00:00,TRUE,UgzxpOo4DyWhDU7vA294AaABAg,3J4pxd2ohK0,UgzxpOo4DyWhDU7vA294AaABAg,es,Positivo,Expression of personal feelings
UgzTrFKjUrfbI3qTFrF4AaABAg,,2021-07-16 20:48:07+00:00,FALSE,,3J4pxd2ohK0,UgzTrFKjUrfbI3qTFrF4AaABAg,es,Positivo,Advice request
