,BC5CDR_Terms,BC5CDR_Count,Search_Term,Content_Classification,duration_seconds,duration_seconds,comment_count,video_title,video_description,detected_language,is_live_broadcast,is_archived_live,live_actual_start_time,live_actual_end_time
jSau7wZF5is,[],0,Flores de Bach,"Pseudocientífico
",1061,1061,21,Conozca los beneficios de las flores de bach,Conozca los beneficios de las flores de bach,es,False,False,,
KZ-10HHcAXg,"['anxiety', 'Agrimony, agrimonia euphoria', 'inconsolable', 'alcohol']",4,Flores de Bach,"Pseudocientífico
",709,709,4,Flores de Bach: Agrimony - Agrimonia | Flores de Bach Center,"Si quieres ampliar información y descubrir en profundidad para qué sirve esta flor de Bach, ve a http://floresdebach.center/agrimomy/

Si no crees que esta sea tu flor de Bach, puedes ver el resto de los vídeos del canal o pasarte por nuestra web (http://floresdebach.center), donde encontrarás todo tipo de remedios o podrás hacer una consulta privada con un terapeuta floral.

Flores de Bach: Agrimony.
Si ocultas tu tortura mental tras una máscara de amabilidad y alegría.

Agrimony, agrimonia euphoria, agrimonia, pertenece al grupo 5, para la susceptibilidad a las influencias y opiniones de los demás.
 
En estado negativo: Esconde al exterior tras una máscara todo lo que le perturba.

En estado positivo: Vive una aceptación y verdadera apertura a los demás.

Esta flor crece en campos alcanzando de 30 a 60 cm de altura. Florece en verano entre julio y agosto. Tiene pequeñas flores amarillas que se disponen en formas cónicas.

Preguntas de la flor de Bach Agrimony: 

-¿Crees que nadie debe conocer lo que te pasa por dentro?. 
-¿No muestras tus miedos y sufrimientos?.
-¿Sientes presión en el pecho?. 
-¿Muestras siempre que estás alegre sin preocupaciones aunque te encuentres triste y sin consuelo?. 

Síntomas claves de la flor de Bach Agrimony: 

Tratan de ocultar su desasosiego interior y las ideas que les torturan tras una máscara de alegría y despreocupación. La ansiedad y el tormento lo ocultan tras una fachada llena de entusiasmo y amabilidad. 

Síntomas generales de la flor de Bach Agrimony: 

- Cuando las desavenencias y los problemas nos provocan un conflicto anímico y aún así, nos agrada siempre vivir en paz y tener un buen clima a nuestro alrededor. 
- Cuando constantemente hay que hacer sacrificios para mantener la paz interior y exterior del alma evitando confrontaciones. 
- Cuando siempre queremos que todo esté en paz. 
- Cuando lo más importante para nosotros es dar una buena impresión. 
- Cuando ocultamos nuestros desasosiego y preocupaciones tras una máscara de amabilidad y jovialidad. 
- Cuando nuestro lema es sonreír siempre. 
- Cuando no queremos estar solos, con nuestros pensamientos, y buscamos cualquier distracción para no enfrentarnos a ellos. 
- Cuando restamos importancia a los problemas, no hablando de ellos y ni siquiera admitiéndolos cuando nos preguntan. 
- Cuando no mostramos muy sociales para buscar compañía y evitar nuestros conflictos interiores. 
- Cuando somos siempre el mejor amigo, el que aporta paz, el bufón, el que crea el buen ambiente en todas las reuniones. 
- Cuando necesitamos recurrir al alcohol o a otras drogas para poder disfrutar de la vida y olvidar nuestros problemas y pensamientos. 
- Cuando recurrimos a la comida para no pensar en nuestro conflictos internos.
- Cuando necesitamos estar siempre en movimiento para no pensar. 
- Cuando somos incapaces de perseverar en propósitos cómo adelgazar, fumar...
- Cuando somos niños o adolescentes.

Si quieres acceder a un contenido concreto del vídeo:
- 0:55 Preguntas de la flor de Bach Agrimony.
- 1:12 Principio de la flor de Bach Agrimony.
- 5:33 Síntomas claves de la flor de Bach Agrimony.
- 5:49 Síntomas generales de la flor de Bach Agrimony.
- 7:33 Estado positivo de la flor de Bach Agrimony.
- 8:11 ¿Qué puedo hacer si mi estado es Agrimony?
- 9:19 Frases de programación positiva para Agrimony.
- 10:21 Resumen: flor de Bach Agrimony.",es,False,False,,
ZMKzf8RkOR4,['Bipolar depression'],1,Flores de Bach,"Pseudocientífico
",2347,2347,31,Help Talk : Bach Flower Therapy  by   Ms. Sharmee Divan,"This video is a talk by   Ms. Sharmee Divan on 22nd  October,, 2018. Topic "" Bach Flower Therapy '' This is part of the  HELP Talk series at HELP, Health Education Library for People, the world's largest free patient education library.     

Speaker Website link: http://healthlibrary.com/helptalks.php?action=view&event_id=3735

Website:  www.healthlibrary.com

Watch our last Video: https://www.youtube.com/watch?v=u7zV-CqTlHQ

Youtube:  http://bit.ly/2qiq5fl
Thanks for watching!!
PLEASE LIKE & SUBSCRIBE: http://bit.ly/2qiq5flSE",en,False,False,,
TseBUAxPjVs,"['faintness', 'shock', 'hysteria', 'agitation', 'panic']",5,Flores de Bach,"Pseudocientífico
",377,377,25,Bach Remedies - Rescue Remedy,"There are 38 Bach Remedies and also Bach Rescue Remedy,which is probably the best known.  It is a mix of 5 of the Bach remedies made to deal with the immediate effects of sudden crisis or emergencies: 

The 5 remedies used in Rescue Remedy are:
 

Star of Bethlehem for shock

Rock rose for terror and panic

Clematis for faintness

Impatiens for undue agitation

Cherry plum for loss of self control and hysteria.



The way to take it is:

 

4 drops in glass of water and sip at intervals, straight on to tongue from the bottle.  (without touching the pipette) .   You can buy little mixing bottles (available on ebay/amazon).   I have been buying the little spray bottles as demonstrated.  I buy them from ebay called  Perfume Aftershave Atomizer Atomiser Bottle 15ml Pump Travel Refillable Spray and they work really well and handy to keep in your bag or pocket.



Rescue Remedy is like a first aid kit, but it's not a cure all.

 

When someone needs emergency remedy on a long term basis for the purpose of making up a treatment bottle you use 4 drops of rescue.

 

It may be given if someone is unconscious and unable to swallow (a family member) .  You can put it on the pulse points, or lips. Completely safe be used for babies.  4 drops in the baby's bottle - or the mum can take the 4 drops and the RR will come through on the second feed.  It a can also be dropped onto the babies soft spot on the head - 4 drops.

Animals can benefit from Rescue Remedy - drop onto the paws of cats or dogs - or put into the food - they may not like it in their water.  A good standby for firework night.  

If someone is needing regular rescue remedy, I would suggest they need more than rescue remedy - worrying over a loved one for example needs an addition or Red Chestnut.  In another video I will show you how to make up your own prescription for over-worrying about a family member or friend, and other times when you might need more than Rescue Remedy, for example, loss of a loved one.

I hope you learned something here and that it was useful for you.",en,False,False,,
utJt60DFmQg,[],0,Flores de Bach,"Pseudocientífico
",61,61,4,Flores de Bach: La Cancion de los Arboles del Campo,Nueva e increible versión de la canción de los árboles del campo con sorpresa final,es,False,False,,
q93LD-ysov4,"['death', 'anxiety']",2,Flores de Bach,"Pseudocientífico
",581,581,4,Flores de Bach: Aspen - Álamo temblón | Flores de Bach Center,"Si quieres ampliar información y descubrir en profundidad para qué sirve esta flor de Bach, ve a http://floresdebach.center/aspen/

Si no crees que esta sea tu flor, puedes ver el resto de los vídeos del canal o pasarte por nuestra web (http://floresdebach.center), donde encontrarás todo tipo de remedios o podrás hacer una consulta privada con un terapeuta floral.

Flores de Bach: Aspen.
Si tienes miedo o ansiedad de origen desconocido.

Aspen, álamo temblón, populus tremula, pertenece al grupo 1, para los temores, para el miedo.
En estado negativo: Cuando se tiene miedo sin causa conocida.
En estado positivo: Seguridad, tranquilidad y comprensión de los planos espirituales más elevados.
Esta flor es un árbol esbelto, con una altura máxima de 24 metros, es originario de Inglaterra. Los brotes aparecen en marzo o abril previamente a que salgan las hojas.

Preguntas flor de Bach Aspen: 

-¿Tienes la intuición de que alguna desgracia le amenaza?. 
-¿Te interesan los temas ocultos?. 
-¿Eres supersticioso?. 
-¿Tienes a menudo pesadillas?. 
-¿Por la noche tienes miedo a la muerte?. 
-¿Te has despertado en medio de la noche agobiado y con el corazón latiendo fuertemente?. 
-¿Presagias cosas negativas?. 

Síntomas claves de la flor de Bach Aspen: 

Temores inexplicables, presentimientos, miedo a que venga alguna desgracia. 

Síntomas generales de la flor de Bach Aspen: 

-Cuando tenemos, sin motivo alguno, miedo. 
-Cuando se desbocan nuestras fantasías. 
-Cuando estamos solos o acompañados y aparecen repentinos estados de angustia. 
-Cuando sentimos sensación de incomodidad en algún lugar y sentimos que estuviese embrujado. 
-Cuando nos fascinan las ciencias ocultas. 
-Cuando somos supersticiosos. 
-Cuando nos despertamos aterrorizados tras una pesadilla y nos resistimos a conciliar el sueño. 
-Cuando sentimos miedo hacia temas religiosos o a la muerte. 
-Cuando sentimos miedo al miedo y no nos animamos a comentarlo. 
-Cuando sentimos temores que hay en el ambiente, como a la violencia, a las violaciones, malos tratos, fantasmas... 
-Cuando de repente la energía de un ambiente no resulta insoportable. 
-Cuando tenemos miedo a la oscuridad. 
-Cuando los niños tienen miedo a quedarse solos o a dormir a oscuras.
-Cuando presagiamos hechos negativos que van a ocurrir.
-Cuando sentimos miedo y no somos capaces de concretar a qué.

Si quieres acceder a un contenido concreto del vídeo:
- 0:50 Preguntas de la flor de Bach Aspen.
- 1:13 Principio de la flor de Bach Aspen.
- 4:58 Síntomas claves de la flor de Bach Aspen.
- 5:06 Síntomas generales de la flor de Bach Aspen.
- 6:19 Estado positivo de la flor de Bach Aspen.
- 7:00 ¿Qué puedo hacer si mi estado es Aspen?
- 7:37 Frases de programación positiva para Aspen
- 8:22 Resumen: flor de Bach Aspen.",es,False,False,,
UrllTQmb0-M,[],0,Flores de Bach,"Pseudocientífico
",261,261,0,Florais De Bach - As Mais Belas Imagens e Síntese,"Florais De Bach - As Mais Belas Imagens e Síntese

As mais belas fotos das flores do sistema Bach, com uyma breve síntese sobre cada essência.

Henrique Vieira Filho - CRT 21001 - Terapeuta Holístico

Comunidade de Estudos Avançados Em Terapia Holística",pt,False,False,,
NrdiBOkNKrs,"['anemia', 'depression', 'pain', 'lumbago', 'Anemia', 'cystitis', 'constipation', 'Depression']",8,Flores de Bach,"Pseudocientífico
",66,66,0,FLORES DE BACH - Mostaza ( MUSTARD ),"http://www.centroedwardbach.com
Información sobre las flores de bach.
Flor de Bach: Mustard (Mostaza)
- Saca de la negrura de la depresión profunda y súbita, permite recuperar la alegría. 
- Depresión sin razón aparente. 
- Anemia, cistitis, estreñimiento, lumbago, dolor de espalda. 

Más información en:
http://www.esenciasdebach.com",es,False,False,,
h5CuhXY2Nc0,"['torture', 'sadness', 'alcohol']",3,Flores de Bach,"Pseudocientífico
",,,,,,,False,False,,
yHCTx-SGVro,"['anger', 'hysteria', 'garnet', 'violent', 'fits', 'bomb', 'hallucinations', 'outbursts']",8,Flores de Bach,"Pseudocientífico
",490,490,3,Flores de Bach: Cherry Plum - Cerasifera | Flores de Bach Center,"Si quieres ampliar información y descubrir en profundidad para qué sirve esta flor de Bach, ve a http://floresdebach.center/cherry-plum/

Si no crees que esta sea tu flor, puedes ver el resto de los vídeos del canal o pasarte por nuestra web (http://floresdebach.center), donde encontrarás todo tipo de remedios o podrás hacer una consulta privada con un terapeuta floral.

Flores de Bach: Cherry Plum.
Si tienes miedo a perder el control, a la histeria.

Cherry plum, prunus cerasifera, Cersifera
Pertenece al grupo 1, para los temores, para el miedo.
En estado negativo, cuando se tiene miedo a perder el control.
En estado positivo, valor, fuerza, espontaneidad.
Esta flor es un árbol que alcanza los 3 o 4 metros de altura, sus ramas y hojas son de color granate oscuro, sus flores blancas se abren entre febrero y abril antes de que brote el follaje.

Preguntas para la flor de Bach Cherry Plum:

-¿Explotas habitualmente?. 
-¿Tienes reacciones que te asombran y asombran a los demás?. 
-¿Te sientes como una bomba que va a estallar?. 
-¿Luchas constantemente por no perder el control?. 
-¿Sientes que vas a perder la razón?. 
-¿Tienes miedo de hacer algo malo?. 
-¿Tienes miedo de hacer algo violento?.

Síntomas claves de la flor de Bach Cherry Plum: 

Miedo a ceder interiormente, a que falle la mente, a perder la razón, a tener arrebatos violentos e incontrolables.

Síntomas generales de la flor de Bach Cherry Plum: 

-Cuando nos sentimos al extremo psíquicamente y sentimos que no podemos avanzar. 
-Cuando luchamos por nuestro autodominio. 
-Cuando nos desesperamos y llegamos al borde del colapso nervioso. 
-Cuando nos asusta cometer algo terrible contra nuestra voluntad. 
-Cuando normalmente no somos violentos, pero afloran impulsos violentos y pensamos que podemos hacer algo que nunca haríamos. 
-Cuando tememos a las fuerzas mentales de nuestro interior. 
-Cuando tememos enloquecer. 
-Cuando tenemos la sensación de estar sentado sobre una bomba de relojería. 
-Cuando jugamos con la idea del suicidio. 
-Cuando tenemos ideas fijas o alucinaciones. 
-Cuando tenemos extrema tensión y en ocasiones nos ponemos violentos. 
-Cuando sufrimos repentinos e incontrolables accesos de ira. 
-El niño cuando se enfada y se arroja al suelo, se golpea…

Estado positivo de la flor de Bach Cherry Plum:

-Valor, fuerza y espontaneidad. 
-La persona se sumerge en su subconsciente más profundo y consigue integrar en su vida real las experiencias y conocimientos adquiridos. 
-Se conecta con un activa y fuerte fuente energética mental. 
-Soporta las mayores torturas sin que su alma sufra daños. 
-Adquiere grandes conocimientos, reconoce su verdadero cometido en la vida y es capaz de realizar grandes avances evolutivos.
-Paz mental. 
-Integración de los sentimientos en su vida. 
-Equilibrio entre los deseos y el control. 
-Liberación interior.",es,False,False,,
yHHTMrbn5Kg,"['bother', 'mistakes']",2,Flores de Bach,"Pseudocientífico
",537,537,3,Flores de Bach: Beech - Haya | Flores de Bach Center,"Si quieres ampliar información y descubrir en profundidad para qué sirve esta flor de Bach, ve a http://floresdebach.center/beech/

Si no crees que esta sea tu flor, puedes ver el resto de los vídeos del canal o pasarte por nuestra web (http://floresdebach.center), donde encontrarás todo tipo de remedios o podrás hacer una consulta privada con un terapeuta floral.

Flores de Bach: Beech

Si te muestras intolerante, crítico o arrogante.

Beech, Fagus sylvatica, Haya.
Pertenece al grupo 7, para aquellos que sufren por los demás.
Estado negativo, cuando somos arrogantes, críticos o intolerantes.
Estado positivo, acepta los propios defectos y debilidades y las de los demás.
Esta flor es un bonito árbol que llega a alcanzar los 30 metros de altura, lo llamaba la madre del bosque. Florece entre abril y mayo al mismo tiempo que brotan sus hojas.

Preguntas de la flor de Bach Beech:

-¿Te molesta cualquier cosa?.
-¿Te fastidian los ruidos?. 
-¿Te preocupan constantemente los defectos de otras personas?. 
-¿No te gusta cómo se comporta el resto de la gente?. 
-¿Ves que determinadas cosas se tendrían que haber hecho mejor?. 
-¿Te molestan las imperfecciones?. 
-¿No soportas los errores?. 
-¿Sientes que los demás se apartan por ser excesivamente crítico?.

Síntomas claves de la flor de Bach Beech:

Carencia de intuición, critica, arrogancia, intolerancia.

Síntomas generales de la flor de Bach Beech:

-Cuando reparamos rápidamente en los errores de los demás. 
-Cuando no comprendemos y carecemos de empatía con los déficits de los demás. 
-Cuando nos comportamos como un juez condenando las faltas de las personas que nos rodean. 
-Cuando bloqueamos nuestros propios sentimientos y no logramos acercarnos afectivamente a los demás. 
-Cuando somos capaces de ver la estupidez en otras personas y nos fastidia. 
-Cuando no vemos lo positivo de las situaciones o las cosas positivas que pueden salir de ellas y solo nos percatamos de lo malo de las mismas. 
-Cuando ante determinadas situaciones reaccionamos de forma mezquina, pedante, y somos imprevisibles. 
-Cuando nos molestan muletillas y pequeñas repeticiones que hacen otras personas al hablar. 
-Cuando sentimos que nuestro carácter se ha endurecido. 
-Cuando interiormente notamos una gran tensión. 
-Cuando nos aislamos de los demás porque nos molestan sus pequeños defectos y tenemos una postura crítica exagerada.
-Cuando somos los más críticos de nuestro entorno y vemos los errores de los demás pero no los nuestros.
-Cuando corregimos constantemente a los demás.

Estado positivo para la flor de Bach Beech

-Habilidad intelectual, comprensión de los distintos tipos de conducta humana y fases de desarrollo individual. 
-Gran capacidad de diagnóstico. 
-Actitud tolerante. 
-Jovial y agradable. 
-Generosidad para con los demás. 
-Habilidad para descubrir las cualidades positivas de otras personas. 
-Capacidad de percibir habilidades de otras personas. 
-Aceptación de sus propios defectos y debilidades.",es,False,False,,
LIvPyTLzHRQ,[],0,Flores de Bach,"Pseudocientífico
",144,144,0,38 remédios florais de bach, ,pt,False,False,,
