,BC5CDR_Terms,BC5CDR_Count,Search_Term,Content_Classification,duration_seconds,duration_seconds,comment_count,video_title,video_description,detected_language,is_live_broadcast,is_archived_live,live_actual_start_time,live_actual_end_time
y5MGXP0Enok,['heart disease'],1,Rehabilitación cardíaca,"Científico
",179,179,22,Bienvenidos a la Escuela del Corazón!,"Mejora la salud de tu corazón con nuestro Programa de Rehabilitación Cardiaca!

Videos de EDUCACION, EJERCICIO FÍSICO, NUTRICIÓN Y APOYO PSICOLÓGICO EN ENFERMEDADES DEL CORAZÓN.

Bienvenidos a nuestro canal de salud cardiovascular y rehabilitación cardiaca. Este canal esta dirigido a cualquier persona que quiera saber más sobre enfermedades del corazón, como cuidarse de ellas, y mejorar su salud, su capacidad física para el ejercicio y su calidad de vida. Todo esto mediante contenido educativo práctico y aplicable en el día a día.

Los invitamos a todos, tanto a personas con o sin una enfermedad del corazón, a formar parte de este viaje. 

*Recordatorio importante/Disclaimer: El contenido mostrado y distribuido en este canal es puramente educativo y opinión personal, y no refleja la posición u opinión de ninguna institución pública o privada. No es una prescripción médica, y no sustituye a una consulta médica presencial. Recuerda consultar a tu médico.",es,False,False,,
e5Ols4LVVXY,[],0,Rehabilitación cardíaca,"Científico
",439,439,14,Programa de Rehabilitación Cardiaca: Semana 2,"Segunda semana de nuestro programa de entrenamiento físico para Rehabilitación Cardiaca. Dirigido a cualquier persona que quiera mejorar su salud cardiovascular y capacidad física.

Marcas de tiempo:
0:00 Introducción
0:23 Ejercicios/Movimientos
3:40 Pauta de Entrenamiento

🚨 ENLACE AL PROGRAMA COMPLETO (en pdf): https://drive.google.com/file/d/1_PylJKwJj90FMyWUH8Y3K5cZ0J8v57V7/view?usp=sharing

*Recordatorio importante/Disclaimer: El contenido mostrado y distribuido en este canal es puramente educativo y opinión personal, y no refleja la posición u opinión de ninguna institución pública o privada. No es una prescripción médica, y no sustituye a una consulta médica presencial. Recuerda consultar a tu médico.",es,False,False,,
wQMSoLMYZbg,"['hypertension', 'depression', 'cholesterol', 'heart diseases', 'diabetes mellitus', 'anxiety', 'obesity']",7,Rehabilitación cardíaca,"Científico
",80,80,0,Beneficios de la rehabilitación cardíaca,"Reportaje emitido por la televisión autonómica de Castilla-La mancha CMMedia sobre el funcionamiento de nuestra Unidad de Rehabilitación Cardíaca.
Sensible a las demandas asistenciales de los castellano-manchegos, Centro Médico ENOVA apuesta por la prevención en cardiología creando la primera Unidad de Rehabilitación Cardiaca privada de la Comunidad.  Dirigida por el Dr. José Moreu Burgos (Jefe de la Unidad de Hemodinámica del Hospital Virgen de la Salud de Toledo), en esta Unidad trabajan de forma coordinada cardiólogos, médicos de familia, fisioterapeutas, enfermeros, y psicólogos.

El objetivo fundamental que queremos conseguir en nuestra Unidad es mejorar la salud física y psíquica de los pacientes con enfermedades del corazón facilitando su pronta recuperación e incorporación social y laboral. También queremos lograr un cambio de sus hábitos de vida y reconocimiento de los factores de riesgo para que con un mejor control, mejore el pronóstico de su vida a corto, medio y largo plazo.

En Centro Médico Enova hemos diseñado un programa de actuación enfocado a reducir el riesgo de nuevos infartos;  modificar y controlar los factores de riesgo cardiovascular (hipertensión arterial, tabaquismo, diabetes mellitus, obesidad, elevación del colesterol y otras grasas en la sangre); establecer un plan dietético y nutricional adecuado; desarrollar un programa de entrenamiento físico progresivo adaptado a las necesidades de cada paciente,  bajo supervisión médica y ayudar a la reinserción laboral en un menor espacio de tiempo.

Beneficios del programa de Rehabilitación Cardiaca
1. Mejora de la capacidad de esfuerzo.
2. Eliminación de los hábitos nocivos.
3. Alimentación equilibrada.
4. Estilo de vida saludable.
5. Disminución de la ansiedad, estrés y depresión.
6. Disminución de los ingresos hospitalarios y aumento de la esperanza de vida.
7. Reincorporación precoz vida laboral y social.",es,False,False,,
yoHpvfrOaBw,[],0,Rehabilitación cardíaca,"Irrelevante
",3297,3297,4,‘Los Doctores’: El corazón débil,‘Los Doctores’: El corazón débil,es,False,False,,
6A54y13nQUI,[],0,Rehabilitación cardíaca,"Irrelevante
",44,44,4,+9 Semanas / +9 Weeks / Open HEART Surgery RECOVERY / Recuperacion de operacion a corazon abierto,"Comenzamos las rehabilitacion con GiCOR (https://gicor.org/)

#heartsurgerysurvivor #cardiachealth #cardiacrehab",es,False,False,,
LmSJZixmG5A,"['hypertension', 'diabetes', 'obesity']",3,Rehabilitación cardíaca,"Científico
",57,57,0,Rehabilitación Metabolica,"El servicio de Kinesiología del Hospital practica la rehabilitación metabólica para pacientes con diabetes, obesidad, sobrepeso, enfermedades cardíacas como hipertensión arterial y factores de riesgo cardiovasculares en general.

El kinesiólogo Santiago Larrateguy describe la modalidad de rehabilitación llamado “uno x dos x tres”.",es,False,False,,
hVrXKjaTXU0,[],0,Rehabilitación cardíaca,"Científico
",2417,2417,1,"Infarto en personas jóvenes causas, síntomas, tratamientos y prevención","Infarto en personas jóvenes causas, síntomas, tratamientos y prevención",es,False,False,,
cIZqURODyVo,['congestive heart failure'],1,Rehabilitación cardíaca,"Científico
",45,45,0,Ejercicio en rehabilitación cardíaca,"Braunwald, en 1988, advirtió en Enfermedades cardíacas sobre el esfuerzo corporal en pacientes con insuficiencia cardíaca congestiva. En esta época existía la convicción de que el ejercicio físico perjudicaba al sistema cardiovascular; por ello, este autor recomendaba evitar todo tipo de esfuerzo, vida sedentaria y prácticamente reducir la actividad del enfermo al trayecto de la silla a la cama y viceversa.
Hoy damos datos para llevar la contraria. 
Contenido completo en https://youtu.be/Ama6V3De61A
Hablamos de #personasmayores #adultomayor  #shorts 
Contacta: info@prottech.es
Suscripción: https://www.youtube.com/@Prottech 
Facebook: @Prottech1",es,False,False,,
G_pgS25UVVw,"['congestive heart failure', 'heart disease']",2,Rehabilitación cardíaca,"Científico
",188,188,0,St Luke's Cardiac Rehab Center - Wellness 101 Show: An Inside Look,"Cardiac rehabilitation is designed for patients recovering from a heart attack, undergone cardiac surgery, cardiac stenting or congestive heart failure. Did you know that St. Luke’s offers multiple Cardiac Rehab centers within the network? They sure do! So let’s take an “inside look “at the St. Luke’s Cardiac Rehab Center with another Wellness 101!

Why Cardiac Rehab?
St. Luke’s Cardiac Rehabilitation is a medically-supervised outpatient program of monitored activity and education. Their goal is to help you resume your unrestricted activities and to assist you with the lifestyle changes necessary to help avoid a future heart problem.

Cardiac rehabilitation is not just exercise, it provides emotional support and education about lifestyle changes to reduce your heart disease risk, such as eating a heart-healthy diet, maintaining a healthy weight and quitting smoking. It is an opportunity for you to regain your physical, emotional, nutritional and overall health.  Cardiac Rehab will help alleviate many of your fears and help you return to doing the things you need and want to do!

How to Prepare for Cardiac Rehab?
Cardiac rehabilitation can begin while you're still in the hospital and continues as an outpatient after you go home. Your treatment team will work with you to set goals for your cardiac rehabilitation program and design an individualized program that meets your needs. Most insurances cover the costs of cardiac rehabilitation. Rest assured…your Cardiac Rehab team will check with your insurance company before you start your rehabilitation program. 

What to Expect During Cardiac Rehab?
During cardiac rehabilitation, you'll work with a team of health care professionals, including cardiologists, Exercise Physiologists, Physical Therapists and Registered Nurses. 

Cardiac rehabilitation can improve your cardiovascular fitness through supervised exercise 2-3 days per week. Our team will also support and educate you as you make healthy lifestyle changes. Don’t forget… cardiac rehabilitation can help you rebuild your life, both physically and emotionally. As you get stronger and learn how to manage your risk factors, you'll likely return to your normal activities.  

Your chances of having a successful cardiac rehabilitation program rest largely with you. The more dedicated you are to following your program's recommendations, the better you'll do.

Life After Cardiac Rehab.
After your rehab program ends, you'll need to continue the diet, exercise and other healthy lifestyle habits you learned to maintain heart health benefits. The goal is that at the end of the program you'll have the tools you need to maintain a healthier lifestyle, manage your weight, find ways to manage stress, and continue a regular exercise program.
One of the most valuable benefits of cardiac rehabilitation is often an improvement in your overall quality of life. If you stick with your cardiac rehab program, you might end up feeling better than you did before. Folks.. rarely someone expects to experience a life changing event.  But when it happens, it can be devastating….but remember, your St. Luke’s Cardiac Rehab team is here to get you back on track.

*DISCLAIMER – This video does not provide medical advice! The information, including but not limited to, text, graphics, images and other material contained in this video are for informational purposes only. No material in this video is intended to be a substitute for professional medical advice, diagnosis, or treatment. Always seek the advice of your physician or other qualified health care provider with any questions you may have regarding a medical condition or treatment and before undertaking a new health care regimen, and never disregard professional medical advice or delay in seeking it because of something you saw in this video.",en,False,False,,
u2fuHvg9qiw,"['hypertension', 'depression', 'cholesterol', 'ischemic heart disease', 'angina pectoris', 'heart failure', 'diabetes mellitus', 'anxiety', 'heart disease', 'obesity']",10,Rehabilitación cardíaca,"Científico
",128,128,0,Primera Unidad de Rehabilitación Cardíaca privada de Castilla-La Mancha,"El Centro Médico Enova se ha convertido en la primera clínica de Castilla-La Mancha en poner en funcionamiento la Unidad de Rehabilitación Cardíaca. Su objetivo es mejorar la salud física y psíquica de los pacientes con enfermedades del corazón.

La Unidad está compuesta por  Cardiólogos, Médicos Rehabilitadores, Fisioterapeutas, Enfermeros, Psicólogos, Nutricionistas  y Médicos de Familia.

La Unidad de Rehabilitación cardíaca se ha creado con el fin de fomentar la prevención secundaria, es decir las medidas que deben seguir los pacientes que han sufrido cardiopatía isquémica, angina de pecho o insuficiencia cardíaca. 

El objetivo fundamental es mejorar la salud física y psíquica de los pacientes con enfermedades del corazón. Para ello se ha diseñado un programa de actuación enfocado a reducir el riesgo de nuevos infartos;  modificar y controlar los factores de riesgo cardiovascular (hipertensión arterial, tabaquismo, diabetes mellitus, obesidad, elevación del colesterol y otras grasas en la sangre); establecer un plan dietético y nutricional adecuado; desarrollar un programa de entrenamiento físico progresivo adaptado a las necesidades de cada paciente,  bajo supervisión médica y ayudar a la reinserción laboral en un menor espacio de tiempo.

Los beneficios de este programa son múltiples: mejora de la capacidad de esfuerzo, eliminación de los hábitos nocivos, alimentación equilibrada, estilo de vida saludable, disminución de la ansiedad, estrés y depresión, disminución de los ingresos hospitalarios y aumento de la esperanza de vida.

En esta Unidad trabajan de forma coordinada y multidisciplinar: Cardiólogos, Médicos Rehabilitadores, Fisioterapeutas, Enfermeros, Psicólogos, Nutricionistas y Médicos de Familia.",es,False,False,,
2OLM0BihtTc,[],0,Rehabilitación cardíaca,"Científico
",947,947,1,Cardióloga explica cómo cuidarse después de un infarto,"La adaptación tras un infarto requiere atención médica, emocional y hábitos sostenibles. Una experta comparte las claves para lograrlo.",es,False,False,,
ClwWD9PqcX0,[],0,Rehabilitación cardíaca,"Irrelevante
",205,205,0,Proyecto Rehabilitación Cardiaca | Proyectos 2009-2012 | Fundación Vodafone España,"El principal objetivo del proyecto es aplicar las tecnologias de información y  comunicación en el ámbito sanitario, buscando aquellas áreas donde pueda alcanzarse un mayor impacto y beneficio para los pacientes.

#conecta2Xaccesibilidad

Sigue viendo esta lista de reproducción: https://www.youtube.com/watch?v=wITo8h-CeJE&list=PL07F1E801B093C960

Más en: http://www.fundacionvodafone.es",es,False,False,,
zKu37EXTMk0,[],0,Rehabilitación cardíaca,"Irrelevante
",94,94,0,HOSPITAL DE NICOYA INAUGURÓ CENTRO DE REHABILITACIÓN CARDÍACA,"Los nicoyanos cuentan ahora con un centro de rehabilitación cardiaca.
Este se inauguró recientemente en el Hospital La Anexión, en el Área de Cardiología.",es,False,False,,
554qbt7OWSs,['Pre-excitation Syndrome'],1,Rehabilitación cardíaca,"Científico
",867,867,2,Recuperación post-infarto: errores que cometen los pacientes en rehabilitación,"En este video, el Dr. Angel Morales Linarte, especialista en cardiología, nos explica la importancia de la rehabilitación cardiaca después de sufrir un infarto. La rehabilitación cardiaca es un proceso crucial para volver a la vida normal después de un infarto, y es fundamental para reducir el riesgo de futuras complicaciones cardíacas, como arritmias, presión alta y palpitaciones. El Dr. Morales Linarte, con experiencia en terapia intensiva cardiología, nos guía a través de los pasos necesarios para una efectiva rehabilitación cardiaca, incluyendo la monitorización cardíaca y la educación en salud. Este video es especialmente útil para estudiantes de medicina, profesionales de la salud y personas que han sufrido un infarto y buscan información sobre cómo recuperarse y prevenir futuras enfermedades cardíacas, en países como Nicaragua, México y España. La salud cardiovascular es fundamental para una vida saludable, y la rehabilitación cardiaca es un paso importante hacia la recuperación y el bienestar. El Dr. Morales Linarte nos ofrece consejos y recomendaciones para una efectiva rehabilitación cardiaca, y nos recuerda la importancia de la educación médica y la salud cardiovascular en la prevención de enfermedades cardíacas.

Siguenos en instagram:  https://www.instagram.com/cardiologiaterapiaintensiva
Siguenos en Facebook:  https://www.facebook.com/cardiologiaterapiaintensiva
 Te invitamos a ver nuestro video
¿Que es la ferritina y cual es su utilidad pronóstica?: https://youtu.be/RiV2WoYJUhU
Cuanto tiempo dura una pandemia: https://youtu.be/joenZjNsNW4
Utilidad diagnostica del Dimero D: https://youtu.be/E5yY2tN6m_E
Síndrome de preexitación: https://youtu.be/P1r-925dkkk
00:00 Importancia de la rehabilitacion cardiaca posterior al infarto cardiaco
00:45 ¿Que es la rehabilitación cardiaca y cual es su importancia? 
02:05   De que se trata la rehabilitacion cardiaca
03:42  Reduccion de la mortalidad con la implementación de la rehabilitación cardiaca
04:00  Quienes deben pasar a rehabilitacion cardíaca
05:35 Quien debe de realizar la rehabilitación cardíaca",es,False,False,,
a9Dk7yM92RI,['heart attacks | Un Nuevo Día | Telemundo'],1,Rehabilitación cardíaca,"Científico
",71,71,0,Alerta para las mujeres que sufrieron ataques al corazón | Un Nuevo Día | Telemundo,"Video oficial de Telemundo Un Nuevo Día. La comunidad científica alerta que las mujeres son menos propensas a cumplir con la rehabilitación después de un ataque cardíaco y eso las pone en riesgo.

YouTube: http://www.youtube.com/unnuevodia
Official page: http://www.Telemundo.com/UnNuevoDia
Facebook https://www.Facebook.com/UnNuevoDia
Twitter https://twitter.com/#!/UnNuevoDia

SUBSCRIBETE: http://bit.ly/1ykCaDr

Un Nuevo Día:
Es un programa de entretenimiento que ofrece las últimas noticias y titulares de la farándula, lo que está pasando en la vida de los famosos dentro y fuera de la pantalla. Además de los secretos más íntimos de los artistas, sus camerinos y sus hogares.

SUBSCRIBETE: http://bit.ly/1ykCaDr

Telemundo
Es una división de Empresas y Contenido Hispano de NBCUniversal, liderando la industria en la producción y distribución de contenido en español de alta calidad a través de múltiples plataformas para los hispanos en los EEUU y a audiencias alrededor del mundo. Ofrece producciones originales, películas de cine, noticias y eventos deportivos de primera categoría y es el proveedor de contenido en español número dos mundialmente sindicando contenido a más de 100 países en más de 35 idiomas.

FOLLOW US TWITTER: http://bit.ly/1aKzTGA
LIKE US ON FACEBOOK: http://bit.ly/1Bpw7JV
GOOGLE+: http://bit.ly/1AyjyRk",es,False,False,,
WmG5JPJKJbk,[],0,Rehabilitación cardíaca,"Científico
",3229,3229,0,SALUDABLEMENTE 24 06 2023 ONDA CADIZ TV,"Esta semana en Saludablemente conocemos desde dentro la Unidad de Rehabilitación Cardíaca del hospital Puerta del Mar y hablamos de seguridad alimentaria con el Colegio de Veterinarios. En nuestra sección de nutrición, con Miss Brocoli, aprendemos la mejor dieta para mantener una buena salud digestiva.
Saludablemente es un programa divulgativo y de servicio público desde el que se abordan todos aquellos asuntos que pueden mejorar la calidad de vida de las personas, sus conocimientos en materia de salud, fomentando además la prevención y los hábitos de vida saludables

#Cádiz #salud",es,False,False,,
xL4PuSDBHyo,['depression'],1,Rehabilitación cardíaca,"Científico
",260,260,0,Personas con Enfermedad Arterial Coronaria se benefician de la rehabilitación cardíaca,"Los pacientes que han tenido un ataque cardíaco, una cirugía cardíaca, o una intervención cardíaca reducirán su riesgo de sufrir otro evento del corazón al someterse a rehabilitación cardíaca. En UC Davis Health, la rehabilitación consiste en un programa de 3 a 4 meses en el que los pacientes hacen ejercicio y aprenden sobre nutrición saludable para el corazón. El programa, bajo la dirección del Dr. Javier López, es exitoso para bajar la presión arterial, reducir la depresión y mejorar la calidad de vida.

Este video incluye una pista de audiodescripción. Para escuchar la narración del texto que aparece en pantalla, actívala en el menú de configuración del reproductor.

Para leer noticias de UC Davis Health en español: https://health.ucdavis.edu/news/es

# ataquecardíaco #rehabilitación #cirugíacardíaca #intervencióncardíaca #corazón",es,False,False,,
QhoUVcgVieU,[],0,Rehabilitación cardíaca,"Científico
",66,66,0,Ejercicio físico y riesgo vascular,"¿Sabías que es muy importante realizar ejercicio físico para controlar el riesgo vascular? Raquel Arranz, fisioterapeuta de rehabilitación cardíaca del Instituto Clínic Cardiovascular del Hospital Clínic de Barcelona, nos explica el tipo de ejercicio físico que podemos hacer. 

Para más información visita https://lavidafluye.es/",es,False,False,,
