,BC5CDR_Terms,BC5CDR_Count,Search_Term,Content_Classification,duration_seconds,duration_seconds,comment_count,video_title,video_description,detected_language,is_live_broadcast,is_archived_live,live_actual_start_time,live_actual_end_time
1eM1FSAS4CE,"['Pain', 'Shock', 'pain']",3,Fisioterapia deportiva,"Irrelevante
",247,247,4,⭐Bienvenidos a Fisioincorpore: tus clínicas de Fisioterapia de confianza en Mirasierra y Vallecas,"⭐¡Bienvenidos a Fisioincorpore! 
Tu clínica de fisioterapia y medicina avanzada en Madrid.

Nuestros cartera de servicios incluye fisioterapia avanzada y manual, ejercicio terapéutico, pilates, además de atención médica como traumatología, podología, psicología, medicina del dolor y nutrición.

Nuestra vocación de trabajo multidisciplinar nos ha llevado a desarrollar tres unidades fundamentales para nuestro trabajo:
➡️ Unidad de Espalda
➡️ Unidad de Dolor Crónico
➡️ Unidad de Rendimiento deportivo

Nuestros servicios:
✅EPI 
✅Neuromodulación 
✅Ondas de choque
✅Diatermia profunda
✅SIMAI
✅Acupuntura
✅Fisioterapia Suelo Pélvico
✅Pilates Clínico
✅Osteopatía (adultos e infantil)
✅Podología  y quiropodia 
✅Estudio biomecánico de la pisada
✅Estudio de la marcha
✅Pruebas de esfuerzo deportistas alto nivel
✅Nutrición
✅Mejora del Rendimiento deportivo.

También podéis encontrarnos en:
⭐ https://www.facebook.com/fisioincorpore/
⭐ https://www.facebook.com/pg/fisioincorpoe⭐ Tiwtter:  @fisioincorpore⭐ https://www.instagram.com/fisioincorpore⭐ https://www.linkedin.com/company/fisioincorpore
🏥  Teléfono para citas: +34 91 376 42 33
🏥  Whatsapp para citas: +34 674 50 57 99
🏥 Para más información, visita www.fisioincorpore.es
00:00 ¡Empezamos!
00:23 Gracias a nuestros pacientes
00:38 Proyecto
00:53 Servicios
02:04 Unidades
03:50 ¡Bienvenidos!",es,True,True,2023-06-25T18:00:08Z,2023-06-25T18:06:13Z
_7-oAh4G0Ro,[],0,Fisioterapia deportiva,"Irrelevante
",120,120,0,Guardiola sabe cómo curar los golpes de este mal presente: es fisioterapeuta recibido,"‘Pep’ no está pasando un buen momento en el Manchester City, pero sabe cómo mejorar a su paciente. Aquí te presentamos las curiosidades poco conocidas de este gran estudioso, y no solo del fútbol.

SUSCRÍBETE:
http://bit.ly/1qSjd95

Ve más de Univision Deportes:  
https://www.youtube.com/user/UnivisionDeportes

Visita el sitio oficial:  
http://www.univision.com/deportes

Univision Deportes te ofrece la cobertura más completa del mundo deportivo con lo mejor del fútbol mexicano, de Estados Unidos y del mundo, boxeo, UFC, las grandes personalidades del deporte y mucho más.",es,False,False,,
HrYB128P94M,"['wear', 'endorphins', 'injuries']",3,Fisioterapia deportiva,"Científico
",256,256,4,Indicaciones y contraindicaciones bicicleta elíptica,"Hoy os vamos a hablar de las ventajas y desventajas que tiene practicar un deporte que desde hace años está en pleno auge y de moda. 
Os vamos a hablar de las ventajas y las desventajas que tiene practicar #bicicleta elíptica.

¿QUÉ VENTAJAS NOS APORTA LA #BIBLETA ELÍPTICA?

1- Bajo impacto en las articulaciones. A diferencia de lo que es la cinta estática, la #bicicleta elíptica disminuye mucho el impacto sobre nuestras articulaciones, por lo que está indicado para pacientes que tienen desgaste en las mismas.
2- Ejercicio aeróbico. Al igual que el correr o la bicicleta u otro deporte aeróbico, es un ejercicio extraordinario para nuestro sistema cardiovascular y para nuestra mente, ya que, gracias a la liberación de sustancias como las endorfinas, hace que nuestra salud mental mejore.
3- Quema de calorías. Al igual que otros deportes aeróbicos, se queman muchas calorías, por lo que es muy beneficioso practicarlo, junto con una dieta equilibrada para adelgazar o perder peso.
4- Te ayuda a mantenerte en forma todo el año. Factores, como el clima o la falta de tiempo, hace que muchos deportes se dejen de hacer. La #bicicleta elíptica, al tenerla en un gimnasio o en nuestra casa hace que mantengamos la actividad durante todo el año.
5- Ejercicio de fuerza. Además de ser un deporte aeróbico, es un ejercicio de fuerza. Es decir, al ser una máquina, podemos determinar la resistencia y la inclinación de la misma, por lo que es muy adecuado también para entrenamientos de fuerza.
6- Mas completa que la bicicleta estática. A diferencia de la bicicleta estática, la #bicicleta elíptica, trabaja también el tren superior, por lo que es una práctica deportiva más completa que la bicicleta estática.
7- Es muy sencilla de utilizar. Simplemente es subirse y empezar a entrenar.
8- Es poco monótona. Gracias a que puedes ver vídeos o incluso puedes seguir tratamientos interactivos que hará que no sea nada aburrida.


¿QUÉ DESVENTAJAS TIENE LA #BICICLETA ELÍPTICA?

1- Al igual que otros deportes estáticos con aparatos, no todos son iguales, por lo que habría que tener cuidado a la hora de adquirir o practicar este deporte para no hacernos daño. Siempre tienen que ser máquinas homologadas y hay que asesorarse de cual sería nuestra #bicicleta elíptica adecuada.
2- Al ser una práctica no natural para nuestro cuerpo, hay ciertas lesiones o patologías en la que no está indicado la práctica de la #bicicleta elíptica, ya que, aunque tiene poco impacto sobre nuestras articulaciones, sí que puede aumentar el riesgo de empeorar algunas lesiones, sobre todo tendinosas.
3- Cuidado con la espalda. Antes hemos dicho que es muy fácil de practicar, pero debemos asesorarnos para ajustar bien la #bicicleta elíptica para no estar muy encorvados y hacernos daño.
4- Es una maquina muy grande, por lo que tenerla en nuestra casa, a veces es una desventaja.
5- Al tener poco impacto no mejora nuestra densidad ósea.
6- Puede que no sea el complemento más adecuado para algunos deportes que precisen de correr, ya que, aunque es un ejercicio aeróbico y también de fuerza, no tiene nada que ver con el running o algunos deportes que requieran correr.",es,False,False,,
r5S_T9ITiNw,"['WEB', 'pain', 'tendinitis', 'injuries']",4,Fisioterapia deportiva,"Científico
",44,44,0,Dra.  Sasha Ramírez | Fisioterapia,"Visione los videos de la Doctora Ramírez en: http://goo.gl/89LZtp
La fisioterapia deportiva trata lesiones como tendinitis, dolor de espalda o esguince de tobillo. Fisiolife su centro de rehabilitacion en Costa Rica

Dra. Sasha Ramírez |Terapeuta físico
Fisiolife | fisioterapeutas costa rica
http://www.fisiolifecr.com


CONSULTAS DE SALUD  es un canal interactivo de video orientado a temas de Salud y Bienestar. Con el compromiso de mostrar de forma sencilla las enfermedades, los tratamientos y cómo prevenirlas con los mejores especialistas. La información es su mejor prevención.

Seguir a Consultas de Salud
Suscríbase al Canal ""Consultas de Salud"" AQUÍ: https://goo.gl/LOihIG
Haga Click AQUÍ para ver  más doctores en la WEB: http://www.consultasdesaludcr.com
Síganos en FACEBOOK:  https://goo.gl/KgK5Mc


Para contactar con la dirección del programa: info@consultasdesaludcr.com

saludo",es,False,False,,
WsPt_cSX6dI,['injuries'],1,Fisioterapia deportiva,"Irrelevante
",60,60,0,"Vicena fisioterapia, fisioterapeuta deportivo San Sebastián de los Reyes y Alcobendas","Vicena Fisioterapia, http://vicenafisioterapia.com/, es una clínica de fisioterapia ubicada en la zona de San Sebastián de los Reyes – Alcobendas, donde podrás tratarte con los mejores profesionales de fisioterapia deportiva. 

Vicente Navacerrada, el fisioterapeuta y director de este centro, se diplomó como fisioterapeuta deportivo en Madrid en 2004 y desde entonces se ha consagrado como uno de los mejores fisioterapeutas de San Sebastián de los Reyes. 

En esta clínica de fisioterapia podrás recibir tratamientos de rehabilitación y patologías relacionadas con lesiones deportivas, de columna vertebral, reumatología y traumatología. 

Si estás buscando un fisioterapeuta en Alcobendas o San Sebastián de los Reyes Vicena fisioterapia se presenta como una de las mejores clínicas de Madrid, con personal dedicado tanto a la fisioterapia deportiva de alta competición como a la fisioterapia clínica. 

Puedes contactar con este profesional de la fisioterapia en el teléfono 916 53 25 72 o a través del correo electrónico  info@vicenafisioterapia.com. 

Podrás encontrar su consulta en la calle San Roque, nº 15 de San Sebastián de los Reyes (Madrid).

Música: Música de:The Sand Pebbles-01-Natalie

Productora: www.onlinemedia.com",es,False,False,,
HiywqhjAX_Q,"['muscle pain', 'injuries']",2,Fisioterapia deportiva,"Científico
",167,167,0,ESTIRAMIENTOS GLOBALES DE LAS EXTREMIDADES INFERIORES PARA LA PRACTICA DEPORTIVA,"ESTIRAMIENTOS GLOBALES DE LAS EXTREMIDADES INFERIORES PARA LA PRACTICA DEPORTIVA 

Hoy os mostramos una seria de estiramientos indicados sobretodo para aquellas personas que practiquen deporte de manera regualar. 

Los estiramientos favorecen la circulación y reducen la tensión muscular, mejoran la movilidad para mejorar el rendimiento en la práctica deportiva.

Es importante integrar los ejercicios de estiramientos en la rutina de cualquier deportista para prevenir lesiones y dolores musculares.

⏳Recomendamos hacer series de 30 segundos de cada ejercicio, 2 veces por semana o despúes de practicar deporte.


------------------------------------------------------------------------------------------------------------------------

ESTIRAMENTS GLOBALS DE LES EXTREMITATS INFERIORS PER A LA PRÀCTICA DE L’ESPORT

Avui us mostrem una sèrie d’estiraments indicats sobretot per a les persones que practiquen esport de manera regular.

Els estiraments afavoreixen la circulació i redueixen la tensió muscular, milloren la mobilitat, aconseguint un millor rendiment en la pràctica esportiva.

És important integrar els exercicis d’estiraments en la rutina de qualsevol esportista per tal de prevenir lesions i dolors musculars.

⏳Recomanem fer sèries de 30 segons de cada exercici , 2 cops per setmana o després de la pràctica esportiva.

🤔 Si teniu qualsevol dubte, us podeu posar en contacte amb nosaltres",es,False,False,,
aU3LVtLLhww,[],0,Fisioterapia deportiva,"Científico
",78,78,0,"Especialización ""Fisioterapia del deporte y readaptación deportiva"" - IACES","El fisioterapeuta y osteópata Pablo Llanes nos presenta el Máster de Especialización en Fisioterapia Deportiva.
A lo largo del máster se desarrollan diversos temas anatómicos, biomecánicos, kinesiológicos y fisiológicos del sistema neuromuscular y osteoarticular. Además de ello, se realiza un estudio analítico de las diferentes terapias, analizando su exigencia biomecánica, su aplicación terapéutica y sus posibles contraindicaciones en determinadas patologías.

Para más información, visita nuestra web: http://www.iaces.es/course/deportiva-madrid-2018/",es,False,False,,
9akRmwI2X5U,"['fasciitis', 'WEB', 'muscle injuries']",3,Fisioterapia deportiva,"Científico
",28,28,0,Dra. Dayersi Possamai | Fisioterapia,"Visione los videos de la Doctora Possamai en: http://goo.gl/HTbR7t
La terapia física trata problemas como hernia discal, fascitis plantar o lesiones musculares. Descubra la osteopatía, novedosa técnica en Costa Rica
Dra. Dayersi Possamai | Terapeuta físico
Fisiolife | fisioterapeutas Costa Rica
http://www.fisiolifecr.com

CONSULTAS DE SALUD  es un canal interactivo de video orientado a temas de Salud y Bienestar. Con el compromiso de mostrar de forma sencilla las enfermedades, los tratamientos y cómo prevenirlas con los mejores especialistas. La información es su mejor prevención.

Seguir a Consultas de Salud
Suscríbase al Canal ""Consultas de Salud"" AQUÍ: https://goo.gl/LOihIG
Haga Click AQUÍ para ver  más doctores en la WEB: http://www.consultasdesaludcr.com
Síganos en FACEBOOK:  https://goo.gl/KgK5Mc


Para contactar con la dirección del programa: info@consultasdesaludcr.com



saludo",es,False,False,,
BXUqpgHz_so,[],0,Fisioterapia deportiva,"Irrelevante
",1224,1224,1,🎧 VIVIR GAZA | Capítulo 5: 'Terapia Deportiva' | LAB,"En la Franja de #Gaza, el #deporte juega un papel crucial para la salud mental de sus habitantes, donde el conflicto invade sus vidas. En este último podcast de la serie nos lanzamos a la piscina con nadadoras que sueñan con participar en los Juegos Olímpicos y heridos de #guerra que juegan al fútbol.

Puedes vivir la experiencia interactiva del webdoc y del resto de los capítulos aquí 👇
https://www.rtve.es/vivir-gaza",es,True,True,2019-07-11T18:00:11Z,2019-07-11T18:22:29Z
r-gEdBHB_V8,['RCD'],1,Fisioterapia deportiva,"Irrelevante
",169,169,0,Carlos Lozano - De entrenador a fisio de Primera,"Carlos Lozano entró en Marcet como entrenador a los 17 años. Su talento le llevó al RCD Espanyol, antes como técnico y luego como fisioterapeuta. Con un paréntesis en la Superliga china, donde compartió vestuario con futbolistas como Carlos Tévez o Freddy Guarín.",es,False,False,,
p9IT12JVg2Y,['shakes'],1,Fisioterapia deportiva,"Irrelevante
",,,,,,,False,False,,
dEF3eTAx_DE,[],0,Fisioterapia deportiva,"Científico
",199,199,0,"Explicación del Protocolo DEBA por el Dr Bernáldez, Avances en Traumatología Deportiva (SportMe)","PROTOCOLO DEBA: La nueva era de la Traumatología y Cirugía Ortopédica .
(Deportiva, Ecografía, Biología y Artroscopia)

La puesta en común de protocolos y el trabajar en equipos multidisciplinarios han permitido ampliar el conocimiento entre distintas especialidades médicas, destacando la posibilidad de realizar nuevas terapias que van a perseguir realizar mínimos abordajes e incluso poder tratar patologías de forma “no quirúrgica” obteniendo resultados satisfactorios y disminuyendo en gran medida el número de posibles complicaciones. 

Para ello, entran en juego cuatro conceptos en los que nuestro equipo lleva años trabajando, el protocolo DEBA y que coordinados de forma conjunta están aportando unos excelentes resultados en la práctica clínica actual. El protocolo DEBA recoge de forma sistemática aplicar los conceptos de traumatología Deportiva modernos, el uso en la consulta y en el quirófano de la Ecografía musculo esquelética comulgando con la filosofía POCUS (Point of Care Ultrasound). 
En tercer lugar, considerar las terapias Biológicas como una herramienta más en el arsenal terapéutico donde la célula va a actuar como medicamento (diferenciando las terapias entre  plasma rico en plaquetas y las células madre)Y, por último, el uso de cirugías Artroscópicas, procedimientos mínimamente invasivos que va a permitir reproducir los gestos clásicos “abiertos “de una forma con menor daño tisular , por lo que van a permitir una mejor recuperación. 

Es por ello, que el protocolo DEBA (Deportiva, Ecografía, Biológicos y Artroscopia) está mejorando los resultados clínicos, acortando los plazos en la recuperación y reduciendo de forma considerable el gasto sanitario.  

En SPortMe somos especialista en Traumatología y Cirugía Ortopédica,  Terapias Biológicas,  Ecografía Aparato Locomotor y Terapias Ecoguiadas
Máster Nacional en Traumatología Deportiva

Somos una clínica avalada por 4 generaciones de Traumatólogos que hemos dado nombre y sello de identidad a nuestra pasión: la Traumatología tanto Deportiva como la Cirugía Ortopédica, en definitiva, la ciencia que permite que nuestros cuerpos puedan seguir respondiendo a las exigencias y objetivos de nuestro día a día.

Nuestro clientes son deportistas de alto nivel que quieren recuperarse cuanto antes de sus lesiones, personas que no han obtenido el resultado esperado tras su cirugía (2º opinión media) y cualquier persona que quiera mejorar y progresar en su día a dia.
+info: www.clinicabernaldez.com

DEBA PROTOCOL:
 The new era of Traumatology and Orthopedic Surgery .
(
Sports, Ultrasonography, Biology and Arthroscopy

)

The sharing of protocols and working in multidisciplinary teams has allowed us to expand the knowledge between different medical specialties, highlighting the possibility of new therapies that will pursue minimum approaches and even be able to treat pathologies in a ""non-surgical"" way obtaining satisfactory results and greatly reducing the number of possible complications. 


To this end, four concepts come into play in which our team has been working for years, the DEBA protocol, and which, when coordinated together, are providing excellent results in current clinical practice. 
The DEBA protocol includes the systematic application of the concepts of modern sports traumatology, the use of musculoskeletal ultrasound in the consultation and in the operating room, in accordance with the POCUS (Point of Care Ultrasound) philosophy. 
Thirdly, to consider biological therapies as another tool in the therapeutic arsenal where the cell will act as a medicine (differentiating therapies between platelet-rich plasma and stem cells).
And finally, the use of arthroscopic surgeries, minimally invasive procedures that will allow to reproduce the classic ""open"" gestures in a way with less tissue damage, which will allow a better recovery. 


That is why the DEBA protocol (Sports, Ultrasound, Biological and Arthroscopy) is improving clinical results, shortening recovery times and considerably reducing health care costs.  

At SPortMe we are specialists in Traumatology and Orthopedic Surgery, Biological Therapies, Locomotor System Ultrasound and Ultrasound-guided Therapies.
National Master in Sports Traumatology

We are a clinic backed by 4 generations of orthopedic surgeons who have given name and seal of identity to our passion: Sports Traumatology and Orthopedic Surgery, in short, the science that allows our bodies to continue responding to the demands and objectives of our day to day.

Our clients are high-level athletes who want to recover as soon as possible from their injuries, people who have not obtained the expected result after surgery (2nd average opinion) and anyone who wants to improve and progress in their daily lives.
+info: www.clinicabernaldez.com",es,False,False,,
