,BC5CDR_Terms,BC5CDR_Count,Search_Term,Content_Classification,duration_seconds,duration_seconds,comment_count,video_title,video_description,detected_language,is_live_broadcast,is_archived_live,live_actual_start_time,live_actual_end_time
GomzJ_MiAic,['disorders and difficulties'],1,Terapia Cognitivo Conductual,"Científico
",646,646,430,5 Exercícios de TCC Que Eu Mais Uso no Consultório,"Os 5 exercícios de TCC que eu mais uso no consultório — direto da minha prática clínica diária, sem protocolo complexo, sem paciente ""perfeito"". Se você sabe TCC na teoria mas trava na aplicação, esse vídeo te entrega prática direta de quem atende há 10 anos.

⏱️ Capítulos:
0:00 - Introdução
1:10 - Base da TCC
2:05 - Comportamentos de segurança
2:49 - Estratégias individuais
3:47 - Mapeamento dos pensamentos
4:52 - Metas de mudança
5:17 - Cartão de enfrentamento
6:48 - Novos hábitos terapêuticos
7:21 - Respiração e meditação
8:13 - Sem pílula mágica
9:43 - Prática e consistência
10:05 - Encerramento e materiais

▶️ Quer expandir esse repertório de exercícios com TCC completa, do fundamento à clínica avançada? Meu Curso Completo e Definitivo de TCC cobre o protocolo do início ao fim: https://www.essencialdatcc.com.br

━━━━━━━━━━━━━━━━━━━━━━━━━

🎁 MATERIAIS GRATUITOS

📱 App de Estudos em TCC: https://essencialdatcc.com.br/cbt-essential-study-app (ou direto em app.essencialdatcc.com.br)
📕 E-book ""TCC em Detalhes"" (grátis): https://essencialdatcc.com.br/tccemdetalhes
📂 Materiais para uso clínico: https://essencialdatcc.com.br/materiais-gratuitos-tcc/

📚 QUERO APRENDER TCC NA PRÁTICA

▸ Curso Completo e Definitivo de TCC: https://www.essencialdatcc.com.br
▸ Não sabe qual produto serve pro seu momento? Faça o Diagnóstico do Seu Momento (2 min): https://essencialdatcc.com.br/diagnostico-do-seu-momento/
▸ Método SEP — Sessão de Entrada Perfeita (conduza a 1ª sessão com estrutura clínica): https://www.essencialdatcc.com.br/info5
▸ Workshop ""Desvendando o Modelo Cognitivo"": https://www.essencialdatcc.com.br/info2
▸ Workshop ""Ansiedade"": https://www.essencialdatcc.com.br/info4
▸ Formação Introdutória em TCC (teórica — 30h, certificado, acesso vitalício): https://www.essencialdatcc.com.br/info3
▸ E-book ""Processos de Transformação da TCC e as 6 Principais Técnicas"": https://essencialdatcc.com.br/info1-pagenew/
▸ E-book ""Essencial da TCC"" (Best-Seller na Amazon): https://amzn.to/2Q0EZHa

━━━━━━━━━━━━━━━━━━━━━━━━━

👤 SOBRE O DIEGO FALCO

Psicólogo especialista em TCC, com aprofundamento no Beck Institute (EUA) e especialização em Psicologia Positiva pela University of Pennsylvania. Coordenador de pós-graduação em TCC. Mais de 5.800 alunos já passaram pelos meus cursos. Atendo clinicamente desde 2015.

🌐 Site: https://diegofalco.com.br
📸 Instagram: https://instagram.com/terapiacognitivaonline
📘 Facebook: https://facebook.com/falcoericci
🎙️ Podcast FALCOcast: https://anchor.fm/diego-falco

━━━━━━━━━━━━━━━━━━━━━━━━━

Psicólogo Diego Candeloro Falco — CRP 06/122081
FALCO E RICCI QUALIDADE DE VIDA — CRP 5264/J — CNPJ 22.029.976/0001-20

#TCC #TerapiaCognitivoComportamental #PsicologiaClínica #ExercíciosDeTCC #PsicólogoIniciante #PráticaClínica #NoConsultório",pt,False,False,,
iY6f8kvBSyM,"['psychiatric', 'mental illness', 'Somatic Experiencing', 'Der', 'depression', 'depressed', 'Anxiety', 'eating disorder', 'anxiety', 'Depression']",10,Terapia Cognitivo Conductual,"Científico
",270,270,304,Catastrophizing and How to Stop Expecting the Worst: Depression and Anxiety Skill #7,"Do you want to learn How to Process Emotions and improve your Mental Health? Sign up for a Therapy in a Nutshell Membership, you'll get access to all of Emma’s courses, workbooks, and a Live Q and A with 100’s of exclusive videos: https://courses.therapyinanutshell.com/membership

Get the course: Change Your Brain-Neuroplasticity and Mental Health
https://courses.therapyinanutshell.com/change-your-brain?utm_campaign=Mar%2021,%202019&utm_medium=Description&utm_source=YouTube

Catastrophizing is a common cognitive distortion that makes us anxious, depressed, and unmotivated. It's basically expecting the worst. When we expect the worst, we invite those things into our lives. 
In this video I teach you how to recognize catastrophizing, as well as three steps from CBT (Cognitive Behavioral Therapy) to replace those negative thoughts with something more helpful. 
When we stop expecting the worst through catastrophizing, we can live a happier, healthier, more vibrant life.

Looking for affordable online therapy? My sponsor, BetterHelp, connects you to a licensed professional from the comfort of your own home. Try it now for 10% off: https://betterhelp.com/therapyinanutshell

Learn more in one of my in-depth mental health courses: https://therapyinanutshell.teachable.com/p/home
Support my mission on Patreon: https://www.patreon.com/therapyinanutshell
Sign up for my newsletter: https://courses.therapyinanutshell.com/free-resources
Check out my favorite self-help books: https://kit.co/TherapyinaNutshell/best-self-help-books
Check out my podcast, Therapy in a Nutshell: https://tinpodcast.podbean.com/

Therapy in a Nutshell, LLC, and the information provided by Emma McAdam are solely intended for informational and entertainment purposes and are not a substitute for advice, diagnosis, or treatment regarding medical or mental health conditions. Although Emma McAdam is a licensed marriage and family therapist, the views expressed on this site or any related content should not be taken for medical or psychiatric advice. Always consult your physician before making any decisions related to your physical or mental health.

About Me:
I’m Emma McAdam. I’m a licensed Marriage and Family Therapist, and I have worked in various settings of change and growth since 2004. My experience includes juvenile corrections, adventure therapy programs, wilderness therapy programs, an eating disorder treatment center, a residential treatment center, and I currently work in an outpatient therapy clinic.  

In therapy I use a combination of Acceptance and Commitment Therapy, Systems Theory, positive psychology, and a bio-psycho-social approach to treating mental illness and other challenges we all face in life. The ideas from my videos are frequently adapted from multiple sources. Many of them come from Acceptance and Commitment Therapy, especially the work of Steven Hayes, Jason Luoma, and Russ Harris. The sections on stress and the mind-body connection derive from the work of Stephen Porges (the Polyvagal theory), Peter Levine (Somatic Experiencing) Francine Shapiro (EMDR), and Bessel Van Der Kolk. I also rely heavily on the work of the Arbinger institute for my overall understanding of our ability to choose our life's direction. 
And deeper than all of that, the Gospel of Jesus Christ orients my personal worldview and sense of security, peace, hope, and love https://www.churchofjesuschrist.org/comeuntochrist/believe

If you are in crisis, please contact the National Suicide Prevention Hotline at https://suicidepreventionlifeline.org/ or 1-800-273-TALK (8255) or your local emergency services.
Copyright Therapy in a Nutshell, LLC
----
Music licensed from www.Bensound.com or Artlist.io
Images from Freepik.com (premium license), Pixabay, or Wikimedia commons",en,False,False,,
9fZurSe2hV4,['ADHD'],1,Terapia Cognitivo Conductual,"Científico
",507,507,194,El CEREBRO del TDAH 🧠 Así funciona la mente de tu hijo.,"Si tienes un hijo con TDAH, y cada día acabas con la cabeza hecha un lío, porque no tienes forma de entender su conducta, su comportamiento, sus problemas con los estudios, sus dificultades sociales, o sus problemas emocionales, debes ver este video hasta el final
Incluso si tú misma, u otro miembro de la familia, sois los que tenéis TDAH. Te va a merecer la pena, te lo garantizo.

Las personas con TDAH, tienen formas de actuar, y comportarse, que habitualmente, se salen de lo predecible, y que, en muchas ocasiones, desconciertan a cualquiera. 

Esto, no es algo aleatorio ni casual, tiene explicación, y se basa en el funcionamiento de sus mecanismos, y circuitos cerebrales, déjame que te los explique, y así, podrás comprenderlas mejor 

En este video, te explico los funcionamientos básicos del cerebro humano, para que entiendas, en muy poquito tiempo, y sin dificultad, porque actuamos como actuamos todas las personas, y por qué, las que tienen TDAH, lo hacen de una forma, un tanto especial, que en muchas ocasiones, puede volvernos locos. ¿ok?

Contenido en este vídeo-------------------------------------

00:00 Introducción
00:42 Quién es Manuel Antonio Fernandez
01:20 Qué es el sistema nervioso
02:30 ¿Cuáles son las características del sistema de respuesta inconsciente?
03:41 ¿Cómo funciona este sistema de respuesta inconsciente?
05:31 ¿Qué significa todo esto y qué tiene que ver con el TDAH?
07:40 Cómo contactarnos

Quienes somos--------------------------------------------------

Soy Manuel Antonio Fernández, el Neuropediatra. Experto en TDAH, Director del Instituto Andaluz de Neurología Pediátrica en Sevilla y de la web para familias elneuropediatra.es. Ayudo padres de niños con problemas como el TDAH a identificarlo y dar con el tratamiento y la terapia adecuados para resolverlo y normalizar al 100% su situación académica, personal, social y familiar de una vez por todas.
Si quieres ayuda en el diagnóstico o el tratamiento de tu hijo a cualquier edad, Ponte en contacto ahora mismo con nosotros para que analicemos tu caso y nos pongamos manos a la obra. 

Contacta con nosotros. --------------------------------------

Teléfono: 0034 682 651 047 
Mail: recepcionista@elneuropediatra.es
Página de contacto: https://elneuropediatra.es/contacto/

Puedes encontrarnos en --------------------------------------

Facebook: https://www.facebook.com/elneuropediatra
Instagram: https://www.instagram.com/elneuropediatra/?hl=es
Twitter: https://twitter.com/elneuropediatra
LinkedIn: https://www.linkedin.com/in/manuelantoniofernandez/
TIKTOK: https://www.tiktok.com/@elneuropediatra.es
Web: https://elneuropediatra.es/

Descargar material de valor --------------------------------------

Descarga nuestras guías gratuitas: https://elneuropediatra.es/necesitas-ayuda-con-tu-hijo/


#asifuncionaeltdah #tdah #tdahinfantil",es,False,False,,
o0rdAnzMYyo,[],0,Terapia Cognitivo Conductual,"Científico
",627,627,276,Questionamento Socrático: O Roteiro Que Salva Sua Sessão,"O questionamento socrático é a ferramenta mais subusada da TCC. Quando você sabe perguntar, o próprio paciente chega às respostas — e o trabalho clínico fica 10x mais eficiente. Esse vídeo te entrega o roteiro de perguntas que eu uso na clínica, na ordem certa.

⏱️ Capítulos:
0:00 - Introdução
0:58 - Para quem é
1:20 - Definição do método
2:07 - Pergunte, não fale
2:21 - Origem socrática
2:53 - Pensamentos não são fatos
4:34 - Como utilizar
5:14 - Perguntas para desafiar
6:10 - Interpretações alternativas
7:18 - Pensamento ou hábito
8:15 - Dicas para terapeutas
9:27 - Cursos e encerramento

▶️ Quer dominar o questionamento socrático dentro do contexto maior da TCC, com Modelo Cognitivo, reestruturação cognitiva e o protocolo clínico completo? Meu Curso Completo e Definitivo de TCC cobre o caminho: https://www.essencialdatcc.com.br

━━━━━━━━━━━━━━━━━━━━━━━━━

🎁 MATERIAIS GRATUITOS

📱 App de Estudos em TCC: https://essencialdatcc.com.br/cbt-essential-study-app (ou direto em app.essencialdatcc.com.br)
📕 E-book ""TCC em Detalhes"" (grátis): https://essencialdatcc.com.br/tccemdetalhes
📂 Materiais para uso clínico: https://essencialdatcc.com.br/materiais-gratuitos-tcc/

📚 QUERO APRENDER TCC NA PRÁTICA

▸ Curso Completo e Definitivo de TCC: https://www.essencialdatcc.com.br
▸ Não sabe qual produto serve pro seu momento? Faça o Diagnóstico do Seu Momento (2 min): https://essencialdatcc.com.br/diagnostico-do-seu-momento/
▸ Método SEP — Sessão de Entrada Perfeita (conduza a 1ª sessão com estrutura clínica): https://www.essencialdatcc.com.br/info5
▸ Workshop ""Desvendando o Modelo Cognitivo"": https://www.essencialdatcc.com.br/info2
▸ Workshop ""Ansiedade"": https://www.essencialdatcc.com.br/info4
▸ Formação Introdutória em TCC (teórica — 30h, certificado, acesso vitalício): https://www.essencialdatcc.com.br/info3
▸ E-book ""Processos de Transformação da TCC e as 6 Principais Técnicas"": https://essencialdatcc.com.br/info1-pagenew/
▸ E-book ""Essencial da TCC"" (Best-Seller na Amazon): https://amzn.to/2Q0EZHa

━━━━━━━━━━━━━━━━━━━━━━━━━

👤 SOBRE O DIEGO FALCO

Psicólogo especialista em TCC, com aprofundamento no Beck Institute (EUA) e especialização em Psicologia Positiva pela University of Pennsylvania. Coordenador de pós-graduação em TCC. Mais de 5.800 alunos já passaram pelos meus cursos. Atendo clinicamente desde 2015.

🌐 Site: https://diegofalco.com.br
📸 Instagram: https://instagram.com/terapiacognitivaonline
📘 Facebook: https://facebook.com/falcoericci
🎙️ Podcast FALCOcast: https://anchor.fm/diego-falco

━━━━━━━━━━━━━━━━━━━━━━━━━

Psicólogo Diego Candeloro Falco — CRP 06/122081
FALCO E RICCI QUALIDADE DE VIDA — CRP 5264/J — CNPJ 22.029.976/0001-20

#TCC #TerapiaCognitivoComportamental #QuestionamentoSocrático #PsicologiaClínica #PsicólogoIniciante #ReestruturaçãoCognitiva",pt,False,False,,
9M-cA1aoEbY,[],0,Terapia Cognitivo Conductual,"Científico
",721,721,133,Regulación emocional: cómo manejar las emociones,"Las emociones nos acompañan a todos cada día; pueden ser emociones agradables que nos encantaría sentir a todas horas, o emociones desagradables que desearíamos no tener. El caso es que están ahí, y las emociones y su control (o mejor dicho su regulación) forman parte de la mayoría de los procesos terapéuticos. ¿Qué son y cómo regular las emociones?

A veces decimos que hay que aprender a gestionar o controlar las emociones pero, si lo tomamos desde un punto de vista literal, esto es muy difícil (por no decir imposible). Más que hablar de gestionar o controlar sería más correcto hablar de regular las emociones. La regulación emocional serían nuestros intentos para mantener o cambiar las emociones, y es una habilidad crítica para la vida, muy presente en nuestro día a día en la consulta. Es muy frecuente que las personas acudan al psicólogo porque tienen problemas emocionales, y parte de las intervenciones se dirigen a intentar reducir las estrategias de afrontamiento menos adaptativas o saludables y enseñar, practicar y promover estrategias más saludables, con las que puedan manejarse mejor con el problema que les trae a consulta, pero también de cara a las futuras dificultades que vayan surgiendo en el futuro. 

👉 ¿Te ha gustado el vídeo? ¡Suscríbete al canal! Todos los lunes, nuevo vídeo: https://www.youtube.com/channel/UCKJNeVvjAI25bHQUYFuNVwQ?sub_confirmation=1 👈

📚 NUESTROS LIBROS 📚

📔 ”Tengo un nudo en la barriga: un cuento sobre la ansiedad infantil” (Ed. Penguin Random House, 2022). Muchas niñas y niños sienten ansiedad, pero tienen dificultades para comprender qué les ocurre, para expresarlo o para ponerle solución. Este cuento, ilustrado por Nuria Albesa, es una herramienta para que familias y educadores ayuden a sus peques cuando tengan preocupaciones y ansiedad. A la venta en todas las librerías en formato físico y digital, así como en Amazon: https://amzn.to/3LxFe6o

📙 ”Tengo miedo: un libro para vencer aquello que nos hace sentir diminutos” (Ed. Penguin Random House, 2021). Éste es nuestro primer cuento infantil, ilustrado por Nuria Albesa. En él ayudamos a los más peques (y a sus familias) a superar los miedos más habituales en la infancia. A la venta en todas las librerías en formato físico y digital, así como en Amazon: https://amzn.to/3yCseGB

📗 “Niños sin etiquetas” (Ed. Paidós, 2020). Hacemos un recorrido por las etiquetas que más utilizamos habitualmente para calificar a los niños y os contamos cómo podemos educarlos sin caer en esa trampa. A la venta en todas las librerías en formato físico y digital, así como en Amazon: https://amzn.to/3d7uGKb

📕 “Hijos y Padres Felices” (Ed. Kailas, 2017) donde hablamos sobre la crianza durante la etapa 0-3 años: apego, autonomía, lactancia, premios, castigos…  A la venta en todas las librerías en formato físico y digital, así como en Amazon: ‎http://‎amzn.to/2kpqBtW.

📺 NUESTROS CURSOS 📺 

Y si te interesan los temas relacionados con la crianza y la educación, puedes acceder ya a nuestros cursos en la Escuela Bitácoras: “El sueño en la infancia”,  “Rabietas y límites desde el respeto” y ""Cómo fomentar la autonomía en los niños"". Cada uno de ellos con más de tres horas de contenido, en los que os contamos todo lo que necesitas saber sobre estos temas ¡Y si utilizas el código ALBERTOSOLER tendrás un 10% de descuento! Puedes acceder a nuestros cursos aquí: https://escuela.bitacoras.com/profesores/alberto-soler/

🏬 NUESTRO CENTRO DE PSICOLOGÍA 🏬

Ubicado en el centro de Valencia y dirigido por Alberto Soler y Concepción Roger. Un equipo de 8 profesionales especializados en diversos ámbitos de la psicología. Atendemos adultos, adolescentes, niños y terapia de pareja. Ansiedad, depresión, fobias, educación y crianza, adicciones, trastornos obsesivos, problemas escolares. Más información y cita en http://www.albertosoler.es

📱SÍGUENOS EN📱

Instagram: https://www.instagram.com/asolers/
Twitter: https://twitter.com/asolers/
Facebook: http://www.facebook.com/psicologovalencia
Centro de Psicología Alberto Soler: https://www.albertosoler.es

👫 Guión, montaje y música: Alberto Soler Sarrió y Concepción Roger Sánchez 👫",es,False,False,,
cLVTJhHADQI,['your disorder'],1,Terapia Cognitivo Conductual,"Científico
",748,748,358,Como funciona a Terapia Cognitivo Comportamental?,"Conheça meu curso Completo e Definitivo de TCC: https://www.essencialdatcc.com.br/

Conheça também minha plataforma de Imunidade Mental: https://www.imunidademental.com.br/

-----------------------------------------------------------------

Teste Grátis por 30 dias o Kindle Unlimited: https://amzn.to/3idHGzy - Tenha acesso à Mais de um milhão de eBooks para você ler onde e quando quiser. Incluindo o MEU! :)

Teste Grátis por 30 dias o Amazon prime: https://amzn.to/3cM7fXf - Tenha frete grátis e acesso ao Prime Vídeo e assista séries famosas como Anéis do Poder e The Boys - Você ajuda o canal através deste link ;)

Se você for estudante de psicologia ou profissional da área, e quiser se aprofundar na Terapia Cognitivo-Comportamental e ter mais confiança clínica, conheça nosso Ebook Gratuito TCC em detalhes: https://essencialdatcc.com.br/tccemdetalhes

Baixe também, GRATUITAMENTE, materiais para uso clínico: https://essencialdatcc.com.br/materiais-gratuitos-tcc/

Para conhecer meus ebooks e meu trabalho:

[Best-Seller 💎] Ebook Essencial da TCC: https://amzn.to/2Q0EZHa

Ebook VENCENDO O BURNOUT: https://amzn.to/2RRgWgJ

Neste canal, já produzi diversos vídeos sobre a Terapia Cognitivo Comportamental. Alguns sobre o que ela é e outros sobre alguns detalhes da teoria. Hoje, neste vídeo, quero falar com você sobre como ela Funciona. Como, no fim das contas, ela ajuda os pacientes/clientes que passam pelo seu processo terapêutico. Se você tem curiosidade sobre isso, confira o vídeo.


Se você é estudante de Psicologia ou Profissional da área, esse vídeo pode te ajudar a complementar um pouco o seu conhecimento sobre a terapia cognitiva e ainda ajudar na psicoeducação sobre a teoria, que você muitas vezes precisa fazer para seus pacientes. Se você está buscando uma psicoterapia, este vídeo pode te ajudar a conhecer como a TCC pode te ajudar com seu transtorno ou dificuldade.


Nosso canal busca uma melhor qualidade de vida para você! Por isso, inscreva-se em nosso canal para ficar atualizado 
com todos os nossos vídeos, nos ajudar a crescer e assim mais pessoas serem ajudadas:

http://bit.ly/falcoyoutube


Temos vídeo novo toda Terça-feira com temas variados.

Aos sábados teremos vídeos respondendo as perguntas de nossos seguidores, por isso, não deixe de nos enviar uma pergunta pelo Instagram e Youtube na quarta-feira.


Produção: Diego Falco

Roteiro: Diego Falco / Alcione Ricci

Direção: Diego Falco

Psicólogos: 

Diego Candeloro Falco CRP 06/122081
Alcione Candeloro Ricci CRP 06/13108

FALCO E RICCI QUALIDADE DE VIDA 
Cadastrada pelo número CRP 5264/J
e pelo CNPJ 22.029.976/0001­-20
___


Imagens designed by Freepik.com


Obrigado e até a próxima! ,)

#TerapiaCognitiva #Psicologia #TerapiaCognitivoComportamental #SaúdeMental #SaúdeEmocional #Psicólogo",pt,False,False,,
uMxk1wD0ELQ,[],0,Terapia Cognitivo Conductual,"Científico
",617,617,203,5 estrategias para controlar los #celos (TCC) | R&A Psicólogos,"En este video aprenderás 5 estrategias efectivas para el manejo adecuado de los celos, desde el enfoque cognitivo conductual (TCC),  así como a diferenciar entre celos sanos de celos patológicos. 
Psic. Paulina López
✅ 
R&A Psicólogos | Centro de Psicología en CDMX
Dirección: San Francisco 656-int. B, Col del Valle Centro, Benito Juárez, 03100 Ciudad de México, CDMX
Tel: 55 5709 1107
Mira el mapa aquí:: https://goo.gl/maps/pQZtos8e2k7j3Y2H7
Puedes visitar la página: www.ryapsicologos.net

Si te gustó este video no olvides suscribirte: https://bit.ly/32WS36V

#celoso #celosa #celos_enfermizos_destruye #celosdeamor

Te recomendamos 2 artículos sobre los celos:
- 10 consejos para superar los celos: https://www.ryapsicologos.net/autoayuda/10-consejos-para-superar-los-celos/
- Qué son los celos, causas, consecuencias, tratamiento: https://www.ryapsicologos.net/salud-y-trastornos-mentales/celos-y-celotipia/

El Video fue realizado por el Centro R&A Psicólogos, en la CDMX, MX. 
Puedes visitar la página: www.ryapsicologos.net

Síguenos en nuestras redes sociales:

FACEBOOK: https://www.facebook.com/ryapsicologos
TWITTER: https://twitter.com/ryapsicologos
PINTEREST:  https://pinterest.com/ryapsicologos
INSTAGRAM:  https://instagram.com/ryapsicologos",es,False,False,,
rEt3p2uGSSQ,"['Dysthymia', 'dysthymia', 'neurotic depression', 'Treatment-Resistant Depression', 'depression', 'depressive personality', 'treatment-resistant depression', 'depressive neurosis', 'antidepressants', 'Depression']",10,Terapia Cognitivo Conductual,"Científico
",489,489,410,"Distimia: la depresión (pseudo) resistente. Dr. Sergio Oliveros Calvo, Psiquiatra. Madrid","Abordamos en este video las causas, síntomas y tratamiento de la distimia, una depresión con frecuencia confundida con una depresión resistente por su respuesta incompleta a los antidepresivos y a la que se le suele privar de la psicoterapia, su verdadera solución.",es,False,False,,
77Vpe9n9X-A,"['O.C.D.', 'Anxiety']",2,Terapia Cognitivo Conductual,"Irrelevante
",410,410,276,TRUCO CLÁSICO DEL T.O.C.,"Cómo Acelerar y Asegurar Tu Recuperación de la Ansiedad

Descúbre más de tu mente en: https://www.HermanosLacasa.com/

-----------------------------------------------------------
Visítanos en:

Linkedin: https://www.linkedin.com/in/rociolacasa
Facebook: https://www.facebook.com/hermanos.lacasa
Instagram: https://www.instagram.com/hermanos.lacasa/

#HermanosLacasa #RocioLacasa #IñigoLacasa #CalmaClaridadyConfianza #ansiedad #Calma #Claridad #Confianza",es,False,False,,
uvYep7c0Wa8,[],0,Terapia Cognitivo Conductual,"Científico
",276,276,46,¿Qué es y qué estudia la Psicología Cognitiva?,"Explora el fascinante mundo de la mente humana y cómo nuestros pensamientos influyen en nuestras emociones, decisiones y comportamientos. Descubre cómo la psicología cognitiva puede mejorar tu vida, desde el desarrollo de habilidades de pensamiento crítico hasta el aumento de la memoria y la resolución de problemas. Únete a nuestra comunidad y desbloquea el potencial de tu mente a través de la psicología cognitiva.

Si ver mis videos te ayuda, imagina lo que podemos lograr trabajando juntos en tu caso de forma personalizada.

🎁 Estoy obsequiando una Sesión Inicial de 30 minutos para conocerte, evaluar tu situación y ver si soy el profesional indicado para acompañarte a sanar.

Da clic aquí para Reservar👉https://wa.link/aprendamospsicologia

Unete a nuestro grupo de lectura en WhatsApp: https://chat.whatsapp.com/GBFBR6r7TaG7E3sRy8kmDk",es,False,False,,
EDA_7zWaVEc,"['anxiety disorder', 'slowness', 'obsessive', 'Obsessive-Compulsive Disorder', 'obsessions', 'OCD', 'compulsions', 'repetitive behaviors', 'anxiety', 'sexual behaviors']",10,Terapia Cognitivo Conductual,"Científico
",145,145,158,"Qué es el trastorno obsesivo compulsivo, sus síntomas y cómo se trata","La doctora Pilar de Castro, especialista del Departamento de Psiquiatría de la Clínica Universidad de Navarra, explica en qué consiste el trastorno obsesivo compulsivo y cómo se manifiesta.

El trastorno obsesivo compulsivo (TOC) es un trastorno de ansiedad en el que el paciente (frecuentemente niños y adolescentes) presenta generalmente obsesiones y también compulsiones, aunque a veces sólo tiene obsesiones o sólo compulsiones. Al menos alguna vez se reconoce que las obsesiones o las compulsiones son excesivas o absurdas.

El componente obsesivo son palabras, ideas, imágenes o creencias repetitivas, reconocidas por el sujeto como irracionales o molestas.

Los contenidos más frecuentes son de miedo a la contaminación (a infectarse, a secreciones corporales, etc.); dudas e inseguridad (a padecer una enfermedad grave, escrúpulos morales, etc.); necesidad de simetría y de orden en las cosas y rechazo a la suciedad.

También son frecuentes los impulsos obsesivos a hacer daño a otra persona o a tener conductas sexuales que rechaza; así como discusiones mentales e interminables.

Las compulsiones son comportamientos o actos mentales también repetitivos que la persona se ve obligada a realizar para frenar una obsesión o siguiendo unas reglas estrictas. Pueden ser sencillas o alcanzar mayor complejidad (rituales). Aunque alivien temporalmente el componente obsesivo, son vividas como molestas y como irracionales o desproporcionadas.

Destacan las compulsiones de evitación del contacto frente a una posible contaminación; o de limpieza-lavado frente a las obsesiones de suciedad; o de orden en las necesidades de simetría o de comporobación para el componente de inseguridad. Con frecuencia se asocian a una marcada incapacidad de decisión y enlentecimiento.

Estos comportamientos repetitivos tienen por objeto prevenir o reducir la ansiedad o evitar que pase algo malo, aunque no tienen conexión con la acción que intentan prevenir o son claramente excesivas. Casi en el 90% de los casos de pacientes con TOC se asocian otros trastornos. 

Más información: https://www.cun.es/enfermedades-tratamientos/enfermedades/trastorno-obsesivo-compulsivo",es,False,False,,
dXO6f7AhIxY,['Death'],1,Terapia Cognitivo Conductual,"Científico
",233,233,100,"El trastorno por estrés postraumático - causas, síntomas, tratamiento","¿Qué es el trastorno de estrés postraumático? El trastorno por estrés postraumático, también conocido como TEPT, sucede cuando el recuerdo de un evento traumático - como guerra o una agresión - causa sufrimiento físico o mental.

 Find our full video library only on Osmosis: http://osms.it/more. 

Join millions of current and future clinicians who learn by Osmosis, along with hundreds of universities around the world who partner with Osmosis from Elseiver to make medical and health education more engaging and efficient. We have unparalleled tools and materials to prepare you for success in school, on your board exams, and as a future clinician. Sign up for a free trial at http://osms.it/more. If you're interested in exploring an institutional partnership, visit osmosis.org/educators to request a personalized demo.

Follow us on social:
Facebook: http://osms.it/facebook
Twitter: http://osms.it/twitter
Instagram for med: http://osms.it/instagram
Instagram for nursing: https://osms.it/ignursing
TikTok: https://osms.it/tiktok
Linkedin: https://osms.it/linkedin

Our Vision: Everyone who cares for someone will learn by Osmosis.
Our Mission: To empower the world’s clinicians and caregivers with the best learning experience possible. Learn more here: http://osms.it/mission

Medical disclaimer: Osmosis from Elsevier does not provide medical advice. Osmosis from Elsevier and the content available on the Osmosis from Elsevier properties (Osmosis.org, YouTube, and other channels) do not provide a diagnosis or other recommendation for treatment and are not a substitute for the professional judgment of a healthcare professional in diagnosis and treatment of any person or animal. The determination of the need for medical services and the types of healthcare to be provided to a patient are decisions that should be made only by a physician or other licensed healthcare provider. Always seek the advice of a physician or other qualified healthcare professional with any questions you have regarding a medical condition.

© 2024 Elsevier. All rights reserved.",en,False,False,,
